wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,lang,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,phil_note,ref,tei_right,tei_left
684,114,4,por,por,por,p.o.r,p/o\r,_,114,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 114",,
685,114,5,mala,mala,malə,m.a.l.a,'m/a\.l/(ə)\,+,114,fro,Adj,Adj,mal,DMF,mal,ADJqua,ADJqua,sfr,,"SLeger, l. 114",,
686,114,6,fid,fid,fið,f.i.d,f/i\ð,|,114,fro,N,N,foi,DMF,foi,NOMcom,NOMcom,sfr,,"SLeger, l. 114",</l></lg>,
687,115,1,Rex,rex,reiS,r.e.x.,r/e\iS,_,115,fro,N,N,roi,DMF,roi,NOMcom,NOMcom,smn,,"SLeger, l. 115",,<lb/><lg n=&quot;20&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;115&quot;>
688,115,2,chielperings,chielperings,kELpEriNKS,ch.ie.l.p.e.r.i.n.g.s,k/E\L.p/E\.'r/i\NKS,_,115,fro,N,N,Childéric,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 115",,
689,115,3,il,il,il,i.l,/i\l,+,115,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 115",,
690,115,4,se,se,SE,s.e,S/(E)\,+,115,fro,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3smr,,"SLeger, l. 115",,
691,115,5,fud,fud,fyð,f.u.d,f/y\ð,+,115,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 115",,
692,115,6,morz,morz,mɔrTS,m.o.r.z.,m/ɔ\rTS,|,115,fro,Vpp,Vpp,mourir,DMF,mourir,VERppe,VERppe,smn,,"SLeger, l. 115",</l>,
693,116,1,por,por,por,p.o.r,p/o\r,_,116,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 116",,<lb/><l n=&quot;116&quot;>
694,116,2,lo,lo,Lu,l.o,L/(u)\,_,116,fro,Det,Det,le,DMF,le,DETdef,DETdef,smr,,"SLeger, l. 116",,
695,116,3,regnet,regnet,rEɲæð,r.e.gn.e.t,r/E\.'ɲ/æ\ð,_,116,fro,N,N,régné,DMF,régné,NOMcom,NOMcom,smr,,"SLeger, l. 116",,
696,116,4,lo,lo,Lu,l.o,L/(u)\,_,116,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 116",,
697,116,5,sowrent,sowrent,SɔurəNT,s.o.w.r.e.n.t,'S/ɔ\u.r/ə\NT,_,116,fro,Vfin,Vfin,savoir,DMF,savoir,VERcjg,VERcjg,indpsp6,,"SLeger, l. 116",,
698,116,6,toit,toit,toiT,t.o.i.t,t/o\iT,|,116,fro,Adv,Adv,tout,DMF,tout,PRNind,PRNind,pmn,,"SLeger, l. 116",</l>,
699,117,1,uindrent,vindrent,viNdrəNT,v.i.n.d.r.e.n.t,'v/i\N.dr/ə\NT,_,117,fro,Vfin,Vfin,venir,DMF,venir,VERcjg,VERcjg,indpsp6,,"SLeger, l. 117",,<lb/><l n=&quot;117&quot;>
700,117,2,parent,parent,pArENT,p.a.r.e.n.t,p/A\.'r/E\NT,_,117,fro,N,N,parent,DMF,parent,NOMcom,NOMcom,pmn,,"SLeger, l. 117",,
701,117,3,e,e,e,e,/e\,+,117,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 117",,
702,117,4,lor,lor,Lor,l.o.r,L/o\r,_,117,fro,Det,Det,leur2,DMF,leur2,DETpos,DETpos,6pmn,,"SLeger, l. 117",,
703,117,5,amic,amic,AmiK,a.m.i.c,/A\.'m/i\K,|,117,fro,N,N,ami,DMF,ami,NOMcom,NOMcom,pmn,,"SLeger, l. 117",</l>,
704,118,1,li,li,Li,l.i,L/i\,+,118,fro,Prn,Prn,le,DMF,le,PRNdem,PRNdem,6pmn,,"SLeger, l. 118",,<lb/><l n=&quot;118&quot;>
705,118,2,sanct,sanct,SANT,s.a.n.ct,S/A\NT,_,118,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smr,,"SLeger, l. 118",,
706,118,3,l[ethgier],lethgier,LETʤiEr,l.e.th.g.i.e.r,L/E\T.'ʤ/iE\r,_,118,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 118",,
707,118,4,li,li,Li,l.i,L/i\,+,118,fro,Prn,Prn,le,DMF,le,PRNdem,PRNdem,6pmn,,"SLeger, l. 118",,
708,118,5,ewrui,ewrui,Euryi,e.w.r.u.i,/E\u.r/y\.'/i\,_,118,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 118",</l>,
709,119,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,119,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 119",,<l n=&quot;119&quot;>
710,119,2,confort|ent,confortent,kONfɔrtəNT,c.o.n.f.o.r.t.e.n.t,k/O\N.'f/ɔ\r.t/ə\NT,_,119,fro,Vfin,Vfin,conforter,DMF,conforter,VERcjg,VERcjg,indpst6,,"SLeger, l. 119",,
711,119,3,ad,ad,Að,a.d,/A\ð,+,119,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 119",,<lb/>
712,119,4,ambes,ambes,ANbəS,a.m.b.e.s,'/A\N.b/ə\S,_,119,fro,QIs,QIs,ambe,DMF,ambe,PRNcar,PRNcar,pmr,,"SLeger, l. 119",,
713,119,5,duos,duos,douS,d.u.o.s,d/o\uS,_,119,fro,QIs,QIs,deux,DMF,deux,PRNcar,PRNcar,pmr,,"SLeger, l. 119",</l>,
714,120,1,que,que,kE,qu.e,k/(E)\,_,120,fro,Sub,Sub,que,DMF,que,CONsub,CONsub,,,"SLeger, l. 120",,<l n=&quot;120&quot;>
715,120,2,s,s,S,s,S/\,+,120,fro,Prn,Prn$$,se,DMF,se,PRCper,PRCper,6pmr,,"SLeger, l. 120",,
716,120,3,ent,ent,ENT,e.n.t,/E\NT,|,120,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 120",,
717,120,4,ralgent,ralgent,raLʤəNT,r.a.l.g.e.n.t,'r/a\L.ʤ/ə\NT,_,120,fro,Vfin,Vfin,raller,DMF,raller,VERcjg,VERcjg,subpst6,,"SLeger, l. 120",,<lb/>
718,120,5,in,in,iN,i.n,/i\N,+,120,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 120",,
719,120,6,lor,lor,Lor,l.o.r,L/o\r,_,120,fro,Det,Det,leur2,DMF,leur2,DETpos,DETpos,6pfr,,"SLeger, l. 120",,
720,120,7,honors,honors,OnorS,ho.n.o.r.s,/O\.'n/o\rS,|,120,fro,N,N,honneur,DMF,honneur,NOMcom,NOMcom,pfr,,"SLeger, l. 120",</l></lg>,
721,121,1,Et,et,eð,e.t,/e\ð,_,121,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 121",,<lb/><lg n=&quot;21&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;121&quot;>
722,121,2,s[an]c[z],sancz,SANTS,s.a.n.c.z,S/A\NTS,_,121,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smn,,"SLeger, l. 121",,
723,121,3,l[ethgiers],lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,121,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 121",,
724,121,4,den,den,dEn,d.e.n,d/E\n,_,121,fro,Adv,Adv,dent2,DMF,dent2,ADVgen,ADVgen,,,"SLeger, l. 121",,
725,121,5,fistdra,fistdra,fiSdrə,f.i.s.td.r.a,'f/i\S.dr/(ə)\,_,121,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpqp3,,"SLeger, l. 121",,
726,121,6,bien,bien,biEn,b.i.e.n,b/iE\n,.,121,fro,Adv,Adv,bien,DMF,bien,ADVgen,ADVgen,,,"SLeger, l. 121",</l>,
727,122,1,quae,quae,kE,qu.ae,k/(E)\,|,122,fro,Crd,Crd,que,DMF,que,CONcoo,CONcoo,,,"SLeger, l. 122",,<l n=&quot;122&quot;>
728,122,2,s,s,S,s,S/\,+,122,fro,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3smr,,"SLeger, l. 122",,<lb/>
729,122,3,en,en,EN,e.n,/E\N,_,122,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 122",,
730,122,4,ralat,ralat,rAlað,r.a.l.a.t,r/A\.'l/a\ð,_,122,fro,Vfin,Vfin,raller,DMF,raller,VERcjg,VERcjg,indpsp3,,"SLeger, l. 122",,
731,122,5,en,en,EN,e.n,/E\N,+,122,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 122",,
732,122,6,s,s,S,s,S/\,+,122,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3smr,,"SLeger, l. 122",,
733,122,7,euesquet,evesquet,EvESkEð,e.v.e.s.qu.e.t,/E\.v/E\S.'k/E\ð,.,122,fro,N,N,évêché,DMF,évêché,NOMcom,NOMcom,smr,,"SLeger, l. 122",</l>,
734,123,1,et,et,eð,e.t,/e\ð,|,123,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 123",,<l n=&quot;123&quot;>
735,123,2,ewruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,_,123,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 123",,<lb/>
736,123,3,den,den,dEn,d.e.n,d/E\n,_,123,fro,Adv,Adv,dent2,DMF,dent2,ADVgen,ADVgen,,,"SLeger, l. 123",,
737,123,4,fis_dra,fisdra,fiSdrə,f.i.s.d.r.a,'f/i\S.dr/(ə)\,_,123,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpqp3,,"SLeger, l. 123",,
738,123,5,miel,miel,mæl,m.ie.l,m/æ\l,|,123,fro,Adv,Adv,mal2,DMF,mal2,ADVgen,ADVgen,,,"SLeger, l. 123",</l>,
739,124,1,quæ,quae,kE,qu.ae,k/(E)\,+,124,fro,Crd,Crd,que,DMF,que,CONcoo,CONcoo,,,"SLeger, l. 124",,<lb/><l n=&quot;124&quot;>
740,124,2,donc,donc,dONK,d.o.n.c,d/O\NK,_,124,fro,Adv,Adv,donc,DMF,donc,ADVgen,ADVgen,,,"SLeger, l. 124",,
741,124,3,deueng,deveng,dEvENK,d.e.v.e.n.g,d/E\.'v/E\NK,_,124,fro,Vfin,Vfin,devenir,DMF,devenir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 124",,
742,124,4,anatemaz,anatemaz,AnAtEmæÇ,a.n.a.t.e.m.a.z,/A\.n/A\.t/E\.'m/æ\Ç,|,124,fro,N,N,anathème,DMF,anathème,NOMcom,NOMcom,smr,,"SLeger, l. 124",</l>,
743,125,1,son,son,SON,s.o.n,S/O\N,_,125,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3smr,,"SLeger, l. 125",,<lb/><l n=&quot;125&quot;>
744,125,2,queu,quev,ċEF,qu.e.v,ċ/E\F,+,125,fro,N,N,chef,DMF,chef,NOMcom,NOMcom,smr,,"SLeger, l. 125",,
745,125,3,que,que,kE,qu.e,k/(E)\,_,125,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,smr,,"SLeger, l. 125",,
746,125,4,il,il,il,i.l,/i\l,_,125,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 125",,
747,125,5,a,a,a,a,/a\,+,125,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpst3,,"SLeger, l. 125",,
748,125,6,coronat,coronat,kOrOnæð,c.o.r.o.n.a.t,k/O\.r/O\.'n/æ\ð,|,125,fro,Vpp,Vpp,couronner,DMF,couronner,VERppe,VERppe,smr,,"SLeger, l. 125",</l>,
749,126,1,toth,toth,toT,t.o.th,t/o\T,_,126,fro,QIs,QIs,tout,DMF,tout,PRNind,PRNind,smr,,"SLeger, l. 126",,<lb/><l n=&quot;126&quot;>
750,126,2,lo,lo,Lu,l.o,L/(u)\,_,126,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 126",,
751,126,3,laisera,laisera,LAizɛrə,l.a.i.s.e.r.a,L/A\i.'z/ɛ\.r/(ə)\,_,126,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,indpqp3,SLégerL:129,"SLeger, l. 126",,
752,126,4,recimer,recimer,rEʦimær,r.e.c.i.m.e.r,r/E\.ʦ/i\.'m/æ\r,|,126,fro,Vinf,Vinf,recimer,DMF,recimer,VERinf,VERinf,,,"SLeger, l. 126",</l></lg>,
753,127,1,Dominedeu,dominedeu,dOminEdæu,d.o.m.i.n.e.d.e.u,d/O\.m/i\.n/E\.'d/æ\u,_,127,fro,N,N,Damedieu,DMF,Damedieu,NOMpro,NOMpro,smr,,"SLeger, l. 127",,<lb/><lg n=&quot;22&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;127&quot;>
754,127,2,il,il,il,i.l,/i\l,+,127,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 127",,
755,127,3,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,127,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 127",,
756,127,4,laissat,laissat,LAisað,l.a.i.ss.a.t,L/A\i.'s/a\ð,.|,127,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,indpsp3,,"SLeger, l. 127",</l>,
757,128,1,et,et,eð,e.t,/e\ð,+,128,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 128",,<lb/><l n=&quot;128&quot;>
758,128,2,a,a,A,a,/A\,+,128,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 128",,
759,128,3,diable,diable,diabLə,d.i.a.b.l.e,d/i\.'/a\.bL/(ə)\,_,128,fro,N,N,diable,DMF,diable,NOMcom,NOMcom,smr,,"SLeger, l. 128",,
760,128,4,comandat,comandat,kOmANdað,c.o.m.a.n.d.a.t,k/O\.m/A\N.'d/a\ð,.,128,fro,Vfin,Vfin,commander,DMF,commander,VERcjg,VERcjg,indpsp3,,"SLeger, l. 128",</l>,
761,129,1,quar,quar,kAr,qu.a.r,k/A\r,|,129,fro,Crd,Crd,car,DMF,car,CONcoo,CONcoo,,,"SLeger, l. 129",,<l n=&quot;129&quot;>
762,129,2,donc,donc,dONK,d.o.n.c,d/O\NK,+,129,fro,Adv,Adv,donc,DMF,donc,ADVgen,ADVgen,,,"SLeger, l. 129",,<lb/>
763,129,3,fud,fud,fyð,f.u.d,f/y\ð,_,129,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 129",,
764,129,4,miels,miels,mæLS,m.ie.l.s,m/æ\LS,+,129,fro,Adj,Adj,mal,DMF,mal,ADJqua,ADJqua,smn,,"SLeger, l. 129",,
765,129,5,et,et,eð,e.t,/e\ð,+,129,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 129",,
766,129,6,a,a,A,a,/A\,+,129,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 129",,
767,129,7,lui,lui,Lyi,l.u.i,L/y\i,_,129,fro,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,,"SLeger, l. 129",,
768,129,8,uint,vint,viNT,v.i.n.t,v/i\NT,_,129,fro,Vfin,Vfin,venir,DMF,venir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 129",</l>,
769,130,1,il,il,il,i.l,/i\l,+,130,fro,Prn,Prn,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 130",,<l n=&quot;130&quot;>
770,130,2,uol|untiers,voluntiers,vOlONtiErS,v.o.l.u.n.t.i.e.r.s,v/O\.l/O\N.'t/iE\rS,_,130,fro,Adv,Adv,volentiers,DMF,volentiers,ADVgen,ADVgen,,,"SLeger, l. 130",,
771,130,3,semper,semper,SENpər,s.e.m.p.e.r,'S/E\N.p/ə\r,_,130,fro,Adv,Adv,sempres,DMF,sempres,ADVgen,ADVgen,,,"SLeger, l. 130",,<lb/>
772,130,4,reciut,reciut,rEʦiuT,r.e.c.i.u.t,r/E\.'ʦ/i\uT,_,130,fro,Vfin,Vfin,recevoir,DMF,recevoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 130",</l>,
773,131,1,cum,cum,kOm,c.u.m,k/O\m,|,131,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 131",,<l n=&quot;131&quot;>
774,131,2,fulc,fulc,foLK,f.u.l.c,f/o\LK,_,131,fro,N,N,fouc,DMF,fouc,NOMcom,NOMcom,smr,,"SLeger, l. 131",,<lb/>
775,131,3,en,en,EN,e.n,/E\N,+,131,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 131",,
776,131,4,aut,aut,AuT,a.u.t,/A\uT,_,131,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp0,,"SLeger, l. 131",,
777,131,5,grand,grand,grANT,g.r.a.n.d,gr/A\NT,_,131,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,smr,,"SLeger, l. 131",,
778,131,6,adunat,adunat,Aðynæð,a.d.u.n.a.t,/A\.ð/y\.'n/æ\ð,|,131,fro,Vpp,Vpp,aduner,DMF,aduner,VERppe,VERppe,smr,,"SLeger, l. 131",</l>,
779,132,1,lo,lo,Lu,l.o,L/(u)\,_,132,fro,Det,Det,le,DMF,le,DETdef,DETdef,smr,,"SLeger, l. 132",,<lb/><l n=&quot;132&quot;>
780,132,2,regne,regne,rEɲə,r.e.gn.e,'r/E\.ɲ/(ə)\,+,132,fro,N,N,règne,DMF,règne,NOMcom,NOMcom,smr,,"SLeger, l. 132",,
781,132,3,prest,prest,preST,p.r.e.s.t,pr/e\ST,_,132,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,VERcjg,indpsp3,,"SLeger, l. 132",,
782,132,4,a,a,A,a,/A\,+,132,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 132",,
783,132,5,deuastar,devastar,dEvAStær,d.e.v.a.s.t.a.r,d/E\.v/A\S.'t/æ\r,9|,132,fro,Vinf,Vinf,dévaster,DMF,dévaster,VERinf,VERinf,,,"SLeger, l. 132",</l></lg>,
784,133,1,A,a,A,a,/A\,_,133,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 133",,<lb/><lg n=&quot;23&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;133&quot;>
785,133,2,foc,foc,fOK,f.o.c,f/O\K,.,133,fro,N,N,feu,DMF,feu,NOMcom,NOMcom,smr,,"SLeger, l. 133",,
786,133,3,a,a,A,a,/A\,+,133,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 133",,
787,133,4,flamma,flamma,fLamə,f.l.a.mm.a,'fL/a\.m/(ə)\,.,133,fro,N,N,flamme,DMF,flamme,NOMcom,NOMcom,sfr,,"SLeger, l. 133",,
788,133,5,uai,vai,vAi,v.a.i,v/A\i,_,133,fro,Vfin,Vfin,aller,DMF,aller,VERcjg,VERcjg,indpst3,,"SLeger, l. 133",,
789,133,6,ardant,ardant,ArdANT,a.r.d.a.n.t,/A\r.'d/A\NT,|,133,fro,Vprs,Vprs,ardre,DMF,ardre,VERppa,VERppa,,,"SLeger, l. 133",</l>,
790,134,1,[et],et,eð,e.t,/e\ð,_,134,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 134",,<lb/><l n=&quot;134&quot;>
791,134,2,a,a,A,a,/A\,+,134,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 134",,
792,134,3,gladies,gladies,gLaðiəS,g.l.a.d.i.e.s,gL/a\.'ð/i\./ə\S,_,134,fro,N,N,glaive,DMF,glaive,NOMcom,NOMcom,pfr,,"SLeger, l. 134",,
793,134,4,p[er]cutan,percutan,pErkytAn,p.e.r.c.u.t.a.n,p/E\r.k/y\.'t/A\n,.,134,fro,Vprs,Vprs,percuter,DMF,percuter,VERppa,VERppa,,,"SLeger, l. 134",</l>,
794,135,1,por,por,por,p.o.r,p/o\r,+,135,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 135",,<l n=&quot;135&quot;>
795,135,2,quant,quant,kANT,qu.a.n.t,k/A\NT,|,135,fro,Qux,Qux,quant,DMF,quant,PRNrel,PRNrel,snr,,"SLeger, l. 135",,
796,135,3,il,il,il,i.l,/i\l,+,135,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 135",,<lb/>
797,135,4,pot,pot,pɔT,p.o.t,p/ɔ\T,_,135,fro,Vfin,Vfin,pouvoir,DMF,pouvoir,VERcjg,VERcjg,indpsp3|indpst3,SLégerL:104,"SLeger, l. 135",,
798,135,5,tan,tan,tAN,t.a.n,t/A\N,_,135,fro,QIs,QIs,tant,DMF,tant,ADVgen,ADVgen,,,"SLeger, l. 135",,
799,135,6,fai,fai,fAi,f.a.i,f/A\i,_,135,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpst3,,"SLeger, l. 135",,
800,135,7,de,de,dE,d.e,d/(E)\,+,135,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 135",,
801,135,8,miel,miel,mæl,m.ie.l,m/æ\l,_,135,fro,N,N,mal,DMF,mal,NOMcom,NOMcom,smr,,"SLeger, l. 135",</l>,
802,136,1,por,por,por,p.o.r,p/o\r,+,136,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 136",,<l n=&quot;136&quot;>
803,136,2,deu,deu,dæu,d.e.u,d/æ\u,|,136,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 136",,
804,136,3,ne,ne,nE,n.e,n/(E)\,+,136,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 136",,<lb/>
805,136,4,l,l,L,l,/\L,+,136,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 136",,
806,136,5,uolt,volt,vOLT,v.o.l.t,v/O\LT,_,136,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpst3,SLégerL:104,"SLeger, l. 136",,
807,136,6,il,il,il,i.l,/i\l,_,136,fro,Prn,Prn%,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 136",,
808,136,7,obseruer,observer,ObSErvær,o.b.s.e.r.v.e.r,/O\.bS/E\r.'v/æ\r,_,136,fro,Vinf,Vinf,observer,DMF,observer,VERinf,VERinf,,,"SLeger, l. 136",</l>,
809,137,1,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,137,fro,Dem,Dem,cil,DMF,cil,PRNdem,PRNdem,smn,,"SLeger, l. 137",,<l n=&quot;137&quot;>
810,137,2,ne,ne,nE,n.e,n/(E)\,+,137,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 137",,
811,137,3,fud,fud,fyð,f.u.d,f/y\ð,|,137,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 137",,
812,137,4,nez,nez,næTS,n.e.z.,n/æ\TS,_,137,fro,Vpp,Vpp,naître,DMF,naître,VERppe,VERppe,smn,,"SLeger, l. 137",,<lb/>
813,137,5,de,de,dE,d.e,d/(E)\,+,137,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 137",,
814,137,6,medre,medre,mæðrə,m.e.d.r.e,'m/æ\.ðr/(ə)\,_,137,fro,N,N,mère,DMF,mère,NOMcom,NOMcom,sfr,,"SLeger, l. 137",,
815,137,7,uius,vius,viuS,v.i.u.s,v/i\uS,_,137,fro,Adj,Adj,vif,DMF,vif,ADJqua,ADJqua,smn,,"SLeger, l. 137",</l>,
816,138,1,qui,qui,ki,qu.i,k/i\,+,138,fro,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smn,,"SLeger, l. 138",,<l n=&quot;138&quot;>
817,138,2,tal,tal,tAl,t.a.l,t/A\l,|,138,fro,Adj,Adj,tel,DMF,tel,DETind,DETind,smr,,"SLeger, l. 138",,
818,138,3,exercite,exercite,EKSErÇitə,e.x..e.r.c.i.t.e,/E\K.S/E\r.'Ç/i\.t/(ə)\,_,138,fro,N,N,exercite,DMF,exercite,NOMcom,NOMcom,smr,,"SLeger, l. 138",,<lb/>
819,138,4,uidist,vidist,viðiST,v.i.d.i.s.t,v/i\.'ð/i\ST,;|,138,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,subipf3,,"SLeger, l. 138",</l></lg>,
820,139,1,Ad,ad,Að,a.d,/A\ð,+,139,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 139",,<lb/><lg n=&quot;24&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;139&quot;>
821,139,2,ostedun,ostedun,OStEðyn,o.s.t.e.d.u.n,/O\S.t/E\.'ð/y\n,_,139,fro,N,N,Autun,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 139",,
822,139,3,a,a,A,a,/A\,+,139,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 139",,
823,139,4,cilla,cilla,Çilə,c.i.ll.a,'Ç/i\.l/(ə)\,+,139,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,sfr,,"SLeger, l. 139",,
824,139,5,ciu,ciu,Çiu,c.i.u,Ç/i\u,_,139,fro,N,N,cité,DMF,cité,NOMcom,NOMcom,sfr,,"SLeger, l. 139",</l>,
825,140,1,dom,dom,dOn,d.o.m,d/O\n,_,140,fro,Adv,Adv,donc,DMF,donc,ADVgen,ADVgen,,,"SLeger, l. 140",,<l n=&quot;140&quot;>
826,140,2,sanct,sanct,SANT,s.a.n.ct,S/A\NT,|,140,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smr,,"SLeger, l. 140",,
827,140,3,l[ethgier],lethgier,LETʤiEr,l.e.th.g.i.e.r,L/E\T.'ʤ/iE\r,_,140,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 140",,<lb/>
828,140,4,uai,vai,vAi,v.a.i,v/A\i,_,140,fro,Vfin,Vfin,aller,DMF,aller,VERcjg,VERcjg,indpst3,,"SLeger, l. 140",,
829,140,5,asalir,asalir,AsAlir,a.s.a.l.i.r,/A\.s/A\.'l/i\r,_,140,fro,Vinf,Vinf,assaillir,DMF,assaillir,VERinf,VERinf,,,"SLeger, l. 140",</l>,
830,141,1,ne,ne,nE,n.e,n/(E)\,+,141,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 141",,<l n=&quot;141&quot;>
