wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,morph,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
180,24,2,reis,reis,rEiS,r.e.i.s,r/E\iS,_,fro,24,NOMcom,smn,roi,DMF,roi,"Alexis, l. 24",,
181,24,3,celeste,celeste,ÇELɛStə,c.e.l.e.s.t.e,Ç/E\.'L/ɛ\S.t/(ə)\,_,fro,24,ADJqua,smr,céleste,DMF,céleste,"Alexis, l. 24",,
182,24,4,par,par,par,p.a.r,p/a\r,_,fro,24,PRE,---,par,DMF,par,"Alexis, l. 24",,
183,24,5,ton,ton,tON,t.o.n,t/O\N,_,fro,24,DETpos,2smr,ton2,DMF,ton2,"Alexis, l. 24",,
184,24,6,cumandem[en]t,cumandement,kOmANdEmENT,c.u.m.a.n.d.e.m.e.n.t,k/O\.m/A\N.d/E\.'m/E\NT,.,fro,24,NOMcom,smr,commandement,DMF,commandement,"Alexis, l. 24",</q></l>,
185,25,1,amfant,amfant,ÆNfANT,a.m.f.a.n.t,/Æ\N.'f/A\NT,_,fro,25,NOMcom,smr,enfant,DMF,enfant,"Alexis, l. 25",,<l n=&quot;25&quot;><q>
186,25,2,nus,nus,nuS,n.u.s,n/u\S,_,fro,25,PRCper,4pmr,nous,DMF,nous,"Alexis, l. 25",,
187,25,3,done,done,dOnə,d.o.n.e,'d/O\.n/(ə)\,_,fro,25,VERcjg,imp---2,donner,DMF,donner,"Alexis, l. 25",,
188,25,4,ki,ki,ki,k.i,k/i\,_,fro,25,PRNrel,smn,qui,DMF,qui,"Alexis, l. 25",,
189,25,5,seit,seit,SEiT,s.e.i.t,S/E\iT,|,fro,25,VERcjg,subpst3,être,DMF,être,"Alexis, l. 25",,
190,25,6,a,a,a,a,/a\,_,fro,25,PRE,---,à,DMF,à,"Alexis, l. 25",,<lb/>
191,25,7,tun,tun,tON,t.u.n,t/O\N,_,fro,25,DETpos,2smr,ton2,DMF,ton2,"Alexis, l. 25",,
192,25,8,talent,talent,tALENT,t.a.l.e.n.t,t/A\.'L/E\NT,.,fro,25,NOMcom,smr,talent,DMF,talent,"Alexis, l. 25",</q></l></lg>,
193,26,1,T_ant,tant,tANT,t.a.n.t,t/A\NT,_,fro,26,ADVgen,---,tant,DMF,tant,"Alexis, l. 26",,<lg n=&quot;6&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;26&quot;>
194,26,2,li,li,Li,l.i,L/i\,_,fro,26,PRCper,3smi,li,DMF,li,"Alexis, l. 26",,
195,26,3,prierent,prierent,priErəNT,p.r.i.e.r.e.n.t,pr/i\.'/E\.r/ə\NT,_,fro,26,VERcjg,indpsp6,prier,DMF,prier,"Alexis, l. 26",,
196,26,4,par,par,par,p.a.r,p/a\r,_,fro,26,PRE,---,par,DMF,par,"Alexis, l. 26",,
197,26,5,grant,grant,grANT,g.r.a.n.t,gr/A\NT,_,fro,26,ADJqua,sfr,grand,DMF,grand,"Alexis, l. 26",,
198,26,6,humilitet,humilitet,ymiLitæð,hu.m.i.l.i.t.e.t,/y\.m/i\.L/i\.'t/æ\ð,.,fro,26,NOMcom,sfr,humilité,DMF,humilité,"Alexis, l. 26",</l>,
199,27,1,q[ue],que,kE,qu.e,k/(E)\,_,fro,27,CONsub,---,que,DMF,que,"Alexis, l. 27",,<l n=&quot;27&quot;>
200,27,2,la,la,La,l.a,L/(a)\,|,fro,27,DETdef,sfr,le,DMF,le,"Alexis, l. 27",,
201,27,3,muiler,muiler,muiLer,m.u.i.l.e.r,m/u\i.'L/e\r,_,fro,27,NOMcom,sfr,moillier,DMF,moillier,"Alexis, l. 27",,<lb/>
202,27,4,dunat,dunat,dOnað,d.u.n.a.t,d/O\.'n/a\ð,_,fro,27,VERcjg,indpsp3,donner,DMF,donner,"Alexis, l. 27",,
203,27,5,fecunditet,fecunditet,fEkONditæð,f.e.c.u.n.d.i.t.e.t,f/E\.k/O\N.d/i\.'t/æ\ð,.,fro,27,NOMcom,sfr,fécondité,DMF,fécondité,"Alexis, l. 27",</l>,
204,28,1,un,un,yn,u.n,/y\n,_,fro,28,DETndf,smr,un,DMF,un,"Alexis, l. 28",,<l n=&quot;28&quot;>
205,28,2,filz,filz,fiLÇ,f.i.l.z,f/i\LÇ,_,fro,28,NOMcom,smr,fils,DMF,fils,"Alexis, l. 28",,
206,28,3,lur,lur,Lur,l.u.r,L/u\r,_,fro,28,PRCper,6pmi,leur,DMF,leur,"Alexis, l. 28",,
207,28,4,dunet,dunet,dOnəð,d.u.n.e.t,'d/O\.n/ə\ð,_,fro,28,VERcjg,indpst3,donner,DMF,donner,"Alexis, l. 28",,
208,28,5,si,si,Si,s.i,S/i\,+,fro,28,ADVgen,---,si4,DMF,si4,"Alexis, l. 28",,
209,28,6,l,l,L,l,L/\,+,fro,28,PRCper,3smi,li,DMF,li,"Alexis, l. 28",,
210,28,7,en,en,ÆN,e.n,/Æ\N,+,fro,28,PRCadv,---,en2,DMF,en2,"Alexis, l. 28",,
211,28,8,sourent,sourent,SɔurəNT,s.o.u.r.e.n.t,'S/ɔ\u.r/ə\NT,|,fro,28,VERcjg,indpsp6,savoir,DMF,savoir,"Alexis, l. 28",,
212,28,9,bont,bont,bONT,b.o.n.t,b/O\NT,_,fro,28,ADJqua,smr,bon,DMF,bon,"Alexis, l. 28",,<lb/>
213,28,10,gret,gret,græð,g.r.e.t,gr/æ\ð,.,fro,28,NOMcom,smr,gré,DMF,gré,"Alexis, l. 28",</l>,
214,29,1,de,de,dE,d.e,d/(E)\,_,fro,29,PRE,---,de,DMF,de,"Alexis, l. 29",,<l n=&quot;29&quot;>
215,29,2,sain,sain,SAin,s.a.i.n,S/A\in,_,fro,29,ADJqua,smr,saint,DMF,saint,"Alexis, l. 29",,
216,29,3,batesma,batesma,bAtɛSmə,b.a.t.e.s.m.a,b/A\.'t/ɛ\S.m/(ə)\,_,fro,29,NOMcom,smr,baptême,DMF,baptême,"Alexis, l. 29",,
217,29,4,l,l,L,l,L/\,_,fro,29,PRCper,3sma,le,DMF,le,"Alexis, l. 29",,
218,29,5,unt,unt,ONT,u.n.t,/O\NT,_,fro,29,VERcjg,indpst6,avoir,DMF,avoir,"Alexis, l. 29",,
219,29,6,fait,fait,fAiT,f.a.i.t,f/A\iT,_,fro,29,VERppe,smr,faire,DMF,faire,"Alexis, l. 29",,
220,29,7,regenerer,regenerer,rEʤEnErær,r.e.g.e.n.e.r.e.r,r/E\.ʤ/E\.n/E\.'r/æ\r,.,fro,29,VERinf,---,régénérer,DMF,régénérer,"Alexis, l. 29",</l>,
221,30,1,bel,bel,bɛL,b.e.l,b/ɛ\L,_,fro,30,ADJqua,smr,beau,DMF,beau,"Alexis, l. 30",,<l n=&quot;30&quot;>
222,30,2,num,num,nOm,n.u.m,n/O\m,_,fro,30,NOMcom,smr,nom,DMF,nom,"Alexis, l. 30",,
223,30,3,li,li,Li,l.i,L/i\,|,fro,30,PRCper,3smi,li,DMF,li,"Alexis, l. 30",,
224,30,4,metent,metent,metəNT,m.e.t.e.n.t,'m/e\.t/ə\NT,_,fro,30,VERcjg,indpst6,mettre,DMF,mettre,"Alexis, l. 30",,<lb/>
225,30,5,sur,sur,Sur,s.u.r,S/u\r,_,fro,30,PRE,---,sur,DMF,sur,"Alexis, l. 30",,
226,30,6,la,la,La,l.a,L/(a)\,_,fro,30,DETdef,sfr,le,DMF,le,"Alexis, l. 30",,
227,30,7,cristientet,cristientet,kriStiENtæð,c.r.i.s.t.i.e.n.t.e.t,kr/i\S.t/i\./E\N.'t/æ\ð,_,fro,30,NOMcom,sfr,chrétienté,DMF,chrétienté,"Alexis, l. 30",</l></lg>,
228,31,1,F_ud,fud,fyð,f.u.d,f/y\ð,_,fro,31,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 31",,<lg n=&quot;7&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;31&quot;>
229,31,2,baptizet,baptizet,bAPtiʣeð,b.a.p.t.i.z.e.t,b/A\P.t/i\.'ʣ/e\ð,_,fro,31,VERppe,smr,baptiser,DMF,baptiser,"Alexis, l. 31",,
230,31,3,si,si,Si,s.i,S/i\,_,fro,31,ADVgen,---,si4,DMF,si4,"Alexis, l. 31",,
231,31,4,out,out,ɔuT,o.u.t,/ɔ\uT,_,fro,31,VERcjg,indpsp3,avoir,DMF,avoir,"Alexis, l. 31",,
232,31,5,num,num,nOm,n.u.m,n/O\m,|,fro,31,NOMcom,smr,nom,DMF,nom,"Alexis, l. 31",,
233,31,6,alexis,alexis,ALEkSiS,a.l.e.x..i.s,/A\.L/E\k.'S/i\S,.,fro,31,NOMpro,smx,Alexis,---,---,"Alexis, l. 31",</l>,<lb/>
234,32,1,ki,ki,ki,k.i,k/i\,_,fro,32,PRNrel,snn,qui,DMF,qui,"Alexis, l. 32",,<l n=&quot;32&quot;>
235,32,2,lui,lui,Lyi,l.u.i,L/y\i,_,fro,32,PRNper,3smr,lui,DMF,lui,"Alexis, l. 32",,
236,32,3,portat,portat,pOrtað,p.o.r.t.a.t,p/O\r.'t/a\ð,_,fro,32,VERcjg,indpsp3,porter,DMF,porter,"Alexis, l. 32",,
237,32,4,suëf,suef,SuæF,s.u.e.f,S/u\.'/æ\F,_,fro,32,ADVgen,---,souef,DMF,souef,"Alexis, l. 32",,
238,32,5,le,le,LE,l.e,L/(E)\,_,fro,32,PRCper,3sma,le,DMF,le,"Alexis, l. 32",,
239,32,6,fist,fist,fiST,f.i.s.t,f/i\ST,_,fro,32,VERcjg,indpsp3,faire,DMF,faire,"Alexis, l. 32",,
240,32,7,nurrir,nurrir,nurrir,n.u.r.r.i.r,n/u\r.'r/i\r,.,fro,32,VERinf,---,nourrir,DMF,nourrir,"Alexis, l. 32",</l>,
241,33,1,puis,puis,pyiS,p.u.i.s,p/y\iS,_,fro,33,ADVgen,---,puis,DMF,puis,"Alexis, l. 33",,<l n=&quot;33&quot;>
242,33,2,ad,ad,að,a.d,/a\ð,_,fro,33,PRE,---,à,DMF,à,"Alexis, l. 33",,
243,33,3,escole,escole,ESkɔLə,e.s.c.o.l.e,/E\S.'k/ɔ\.L/(ə)\,_,fro,33,NOMcom,sfr,école,DMF,école,"Alexis, l. 33",,
244,33,4,li,li,Li,l.i,L/i\,_,fro,33,DETdef,smn,le,DMF,le,"Alexis, l. 33",,
245,33,5,bons,bons,bONS,b.o.n.s,b/O\NS,|,fro,33,ADJqua,smn,bon,DMF,bon,"Alexis, l. 33",,
246,33,6,pedre,pedre,pæðrə,p.e.d.r.e,'p/æ\.ðr/(ə)\,_,fro,33,NOMcom,smn,père,DMF,père,"Alexis, l. 33",,<lb/>
247,33,7,le,le,LE,l.e,L/(E)\,_,fro,33,PRCper,3sma,le,DMF,le,"Alexis, l. 33",,
248,33,8,mist,mist,miST,m.i.s.t,m/i\ST,.,fro,33,VERcjg,indpsp3,mettre,DMF,mettre,"Alexis, l. 33",</l>,
249,34,1,tant,tant,tANT,t.a.n.t,t/A\NT,_,fro,34,ADVgen,---,tant,DMF,tant,"Alexis, l. 34",,<l n=&quot;34&quot;>
250,34,2,aprist,aprist,ApriST,a.p.r.i.s.t,/A\.'pr/i\ST,_,fro,34,VERcjg,indpsp3,apprendre,DMF,apprendre,"Alexis, l. 34",,
251,34,3,letres,letres,LɛtrəS,l.e.t.r.e.s,'L/ɛ\.tr/ə\S,_,fro,34,NOMcom,pfr,lettre,DMF,lettre,"Alexis, l. 34",,
252,34,4,que,que,kE,qu.e,k/(E)\,_,fro,34,CONsub,---,que,DMF,que,"Alexis, l. 34",,
253,34,5,bien,bien,biEn,b.i.e.n,b/iE\n,_,fro,34,ADVgen,---,bien,DMF,bien,"Alexis, l. 34",,
254,34,6,en,en,ÆN,e.n,/Æ\N,+,fro,34,PRCadv,---,en2,DMF,en2,"Alexis, l. 34",,
255,34,7,fut,fut,fyð,f.u.t,f/y\ð,_,fro,34,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 34",,
256,34,8,guarnit,guarnit,guArnið,g.u.a.r.n.i.t,gu/A\r.'n/i\ð,|,fro,34,VERppe,smr,garnir,DMF,garnir,"Alexis, l. 34",</l>,
257,35,1,puis,puis,pyiS,p.u.i.s,p/y\iS,_,fro,35,ADVgen,---,puis,DMF,puis,"Alexis, l. 35",,<lb/><l n=&quot;35&quot;>
258,35,2,uait,vait,vAiT,v.a.i.t,v/A\iT,_,fro,35,VERcjg,indpst3,aller,DMF,aller,"Alexis, l. 35",,
259,35,3,li,li,Li,l.i,L/i\,_,fro,35,DETdef,smn,le,DMF,le,"Alexis, l. 35",,
260,35,4,emfes,emfes,ENfəS,e.m.f.e.s,'/E\N.f/ə\S,_,fro,35,NOMcom,smn,enfant,DMF,enfant,"Alexis, l. 35",,
261,35,5,l,l,L,l,L/\,_,fro,35,DETdef,smr,le,DMF,le,"Alexis, l. 35",,
262,35,6,emperethur,emperethur,ÆNpErEður,e.m.p.e.r.e.th.u.r,/Æ\N.p/E\.r/E\.'ð/u\r,_,fro,35,NOMcom,smr,empereur,DMF,empereur,"Alexis, l. 35",,
263,35,7,seruir,servir,SErvir,s.e.r.v.i.r,S/E\r.'v/i\r,.,fro,35,VERinf,---,servir,DMF,servir,"Alexis, l. 35",</l></lg>,
264,36,1,Quant,quant,kANT,qu.a.n.t,k/A\NT,_,fro,36,CONsub,---,quand,DMF,quand,"Alexis, l. 36",,<lg n=&quot;8&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;36&quot;>
265,36,2,ueit,veit,vEiT,v.e.i.t,v/E\iT,_,fro,36,VERcjg,indpst3,voir,DMF,voir,"Alexis, l. 36",,
266,36,3,li,li,Li,l.i,L/i\,+,fro,36,DETdef,smn,le,DMF,le,"Alexis, l. 36",,
267,36,4,pedre,pedre,pæðrə,p.e.d.r.e,'p/æ\.ðr/(ə)\,|,fro,36,NOMcom,smn,père,DMF,père,"Alexis, l. 36",,
268,36,5,que,que,kE,qu.e,k/(E)\,_,fro,36,CONsub,---,que,DMF,que,"Alexis, l. 36",,<lb/>
269,36,6,mais,mais,mAiS,m.a.i.s,m/A\iS,_,fro,36,ADVgen,---,mais,DMF,mais,"Alexis, l. 36",,
270,36,7,n,n,n,n,n/\,+,fro,36,ADVneg,---,ne,DMF,ne,"Alexis, l. 36",,
271,36,8,aurat,avrat,Avrað,a.v.r.a.t,/A\.'vr/a\ð,_,fro,36,VERcjg,indfut3,avoir,DMF,avoir,"Alexis, l. 36",,
272,36,9,amfant,amfant,ÆNfANT,a.m.f.a.n.t,/Æ\N.'f/A\NT,.,fro,36,NOMcom,smr,enfant,DMF,enfant,"Alexis, l. 36",</l>,
273,37,1,mais,mais,mAiS,m.a.i.s,m/A\iS,_,fro,37,ADVgen,---,mais,DMF,mais,"Alexis, l. 37",,<l n=&quot;37&quot;>
274,37,2,que,que,kE,qu.e,k/(E)\,_,fro,37,CONsub,---,que,DMF,que,"Alexis, l. 37",,
275,37,3,cel,cel,ÇeL,c.e.l,Ç/e\L,_,fro,37,PRNdem,smr,cil,DMF,cil,"Alexis, l. 37",,
276,37,4,sul,sul,SuL,s.u.l,S/u\L,_,fro,37,ADJqua,smr,seul,DMF,seul,"Alexis, l. 37",,
277,37,5,que,que,kE,qu.e,k/(E)\,_,fro,37,PRNrel,smr,que,DMF,que,"Alexis, l. 37",,
278,37,6,il,il,iL,i.l,/i\L,_,fro,37,PRNper,3smn,il,DMF,il,"Alexis, l. 37",,
279,37,7,par,par,par,p.a.r,p/a\r,_,fro,37,ADVgen,---,par2,DMF,par2,"Alexis, l. 37",,
280,37,8,amat,amat,Amað,a.m.a.t,/A\.'m/a\ð,|,fro,37,VERcjg,indpsp3,aimer,DMF,aimer,"Alexis, l. 37",,
281,37,9,tant,tant,tANT,t.a.n.t,t/A\NT,.,fro,37,ADVgen,---,tant,DMF,tant,"Alexis, l. 37",</l>,<lb/>
282,38,1,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,fro,38,ADVgen,---,donc,DMF,donc,"Alexis, l. 38",,<l n=&quot;38&quot;>
283,38,2,se,se,SE,s.e,S/(E)\,_,fro,38,PRCper,3smr,se,DMF,se,"Alexis, l. 38",,
284,38,3,purpenset,purpenset,purpENsəð,p.u.r.p.e.n.s.e.t,p/u\r.'p/E\N.s/ə\ð,_,fro,38,VERcjg,indpst3,pourpenser,DMF,pourpenser,"Alexis, l. 38",,
285,38,4,de,de,dE,d.e,d/(E)\,_,fro,38,PRE,---,de,DMF,de,"Alexis, l. 38",,
286,38,5,l,l,L,l,/\L,_,fro,38,DETdef,smr,le,DMF,le,"Alexis, l. 38",,
287,38,6,secle,secle,SekLə,s.e.c.l.e,'S/e\.kL/(ə)\,_,fro,38,NOMcom,smr,siècle,DMF,siècle,"Alexis, l. 38",,
288,38,7,an,an,ÆN,a.n,/Æ\N,+,fro,38,PRE,---,en,DMF,en,"Alexis, l. 38",,
289,38,8,auant,avant,AvANT,a.v.a.n.t,/A\.'v/A\NT,.,fro,38,ADVgen,---,avant,DMF,avant,"Alexis, l. 38",</l>,
290,39,1,or,or,Or,o.r,/O\r,_,fro,39,ADVgen,---,or2,DMF,or2,"Alexis, l. 39",,<l n=&quot;39&quot;>
291,39,2,uolt,volt,voLT,v.o.l.t,v/o\LT,_,fro,39,VERcjg,indpst3,vouloir,DMF,vouloir,"Alexis, l. 39",,
292,39,3,que,que,kE,qu.e,k/(E)\,_,fro,39,CONsub,---,que,DMF,que,"Alexis, l. 39",,
293,39,4,p[re]nget,prenget,prENʤəð,p.r.e.n.g.e.t,'pr/E\N.ʤ/ə\ð,|,fro,39,VERcjg,subpst3,prendre,DMF,prendre,"Alexis, l. 39",,
294,39,5,moyler,moyler,muiLer,m.o.y.l.e.r,m/u\i.'L/e\r,_,fro,39,NOMcom,sfr,moillier,DMF,moillier,"Alexis, l. 39",,<lb/>
295,39,6,a,a,a,a,/a\,+,fro,39,PRE,---,à,DMF,à,"Alexis, l. 39",,
296,39,7,sun,sun,SON,s.u.n,S/O\N,_,fro,39,DETpos,3smr,son4,DMF,son4,"Alexis, l. 39",,
297,39,8,uiuant,vivant,vivANT,v.i.v.a.n.t,v/i\.'v/A\NT,.,fro,39,NOMcom,smr,vivant,DMF,vivant,"Alexis, l. 39",</l>,
298,40,1,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,fro,40,ADVgen,---,donc,DMF,donc,"Alexis, l. 40",,<l n=&quot;40&quot;>
299,40,2,li,li,Li,l.i,L/i\,_,fro,40,PRCper,3smi,li,DMF,li,"Alexis, l. 40",,
300,40,3,acatet,acatet,Aċatəð,a.c.a.t.e.t,/A\.'ċ/a\.t/ə\ð,_,fro,40,VERcjg,indpst3,acheter,DMF,acheter,"Alexis, l. 40",,
301,40,4,filie,filie,fiLiə,f.i.l.i.e,'f/i\.Li/(ə)\,_,fro,40,NOMcom,sfr,fille,DMF,fille,"Alexis, l. 40",,
302,40,5,d,d,d,d,d/\,+,fro,40,PRE,---,de,DMF,de,"Alexis, l. 40",,
303,40,6,un,un,yn,u.n,/y\n,_,fro,40,DETndf,smr,un,DMF,un,"Alexis, l. 40",,
304,40,7,noble,noble,nɔbLə,n.o.b.l.e,'n/ɔ\.bL/(ə)\,_,fro,40,ADJqua,smr,noble,DMF,noble,"Alexis, l. 40",,
305,40,8,franc,franc,frANK,f.r.a.n.c,fr/A\NK,.|,fro,40,NOMcom,smr,franc2,DMF,franc2,"Alexis, l. 40",</l></lg>,
306,41,1,F_ud,fud,fyð,f.u.d,f/y\ð,_,fro,41,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 41",,<lb/><lg n=&quot;9&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;41&quot;>
307,41,2,la,la,La,l.a,L/(a)\,_,fro,41,DETdef,sfn,le,DMF,le,"Alexis, l. 41",,
308,41,3,pulcela,pulcela,pyLÇɛLə,p.u.l.c.e.l.a,p/y\L.'Ç/ɛ\.L/(ə)\,_,fro,41,NOMcom,sfn,pucelle,DMF,pucelle,"Alexis, l. 41",,
309,41,4,nethe,nethe,næðə,n.e.th.e,'n/æ\.ð/(ə)\,_,fro,41,VERppe,sfn,naître,DMF,naître,"Alexis, l. 41",,
310,41,5,de,de,dE,d.e,d/(E)\,_,fro,41,PRE,---,de,DMF,de,"Alexis, l. 41",,
311,41,6,halt,halt,haLT,h.a.l.t,h/a\LT,_,fro,41,ADJqua,smr,haut,DMF,haut,"Alexis, l. 41",,
312,41,7,parentet,parentet,pArÆNtæð,p.a.r.e.n.t.e.t,p/A\.r/Æ\N.'t/æ\ð,.,fro,41,NOMcom,smr,parenté,DMF,parenté,"Alexis, l. 41",</l>,
313,42,1,fille,fille,fiLə,f.i.ll.e,'f/i\.L/(ə)\,_,fro,42,NOMcom,sfr,fille,DMF,fille,"Alexis, l. 42",,<l n=&quot;42&quot;>
314,42,2,ad,ad,að,a.d,/a\ð,_,fro,42,PRE,---,à,DMF,à,"Alexis, l. 42",,
315,42,3,un,un,yn,u.n,/y\n,_,fro,42,DETndf,smr,un,DMF,un,"Alexis, l. 42",,
316,42,4,conpta,conpta,kONPtə,c.o.n.p.t.a,'k/O\NP.t/(ə)\,_,fro,42,NOMcom,smr,comte,DMF,comte,"Alexis, l. 42",,
317,42,5,de,de,dE,d.e,d/(E)\,|,fro,42,PRE,---,de,DMF,de,"Alexis, l. 42",,
318,42,6,rome,rome,rOmə,r.o.m.e,'r/O\.m/(ə)\,_,fro,42,NOMpro,sfr,Rome,---,---,"Alexis, l. 42",,<lb/>
319,42,7,la,la,La,l.a,L/(a)\,_,fro,42,DETdef,sfr,le,DMF,le,"Alexis, l. 42",,
320,42,8,ciptet,ciptet,ÇiPtæð,c.i.p.t.e.t,Ç/i\P.'t/æ\ð,.,fro,42,NOMcom,sfr,cité,DMF,cité,"Alexis, l. 42",</l>,
321,43,1,n,n,n,n,n/\,+,fro,43,ADVneg,---,ne,DMF,ne,"Alexis, l. 43",,<l n=&quot;43&quot;>
322,43,2,at,at,að,a.t,/a\ð,_,fro,43,VERcjg,indpst3,avoir,DMF,avoir,"Alexis, l. 43",,
323,43,3,mais,mais,mAiS,m.a.i.s,m/A\iS,_,fro,43,ADVgen,---,mais,DMF,mais,"Alexis, l. 43",,
324,43,4,amfant,amfant,ÆNfANT,a.m.f.a.n.t,/Æ\N.'f/A\NT,_,fro,43,NOMcom,smr,enfant,DMF,enfant,"Alexis, l. 43",,
325,43,5,lui,lui,Lyi,l.u.i,L/y\i,_,fro,43,PRNper,3smr,lui,DMF,lui,"Alexis, l. 43",,
326,43,6,uolt,volt,voLT,v.o.l.t,v/o\LT,_,fro,43,VERcjg,indpst3,vouloir,DMF,vouloir,"Alexis, l. 43",,
327,43,7,mult,mult,muLT,m.u.l.t,m/u\LT,_,fro,43,ADVgen,---,moult,DMF,moult,"Alexis, l. 43",,
328,43,8,honurer,honurer,Onurær,ho.n.u.r.e.r,/O\.n/u\.'r/æ\r,|,fro,43,VERinf,---,honorer,DMF,honorer,"Alexis, l. 43",</l>,
329,44,1,ansemble,ansemble,ÆNSENbLə,a.n.s.e.m.b.l.e,/Æ\N.'S/E\N.bL/(ə)\,_,fro,44,ADVgen,---,ensemble,DMF,ensemble,"Alexis, l. 44",,<lb/><l n=&quot;44&quot;>
330,44,2,an,an,ÆN,a.n,/Æ\N,+,fro,44,PRCadv,---,en2,DMF,en2,"Alexis, l. 44",,
331,44,3,uunt,vunt,vONT,v.u.n.t,v/O\NT,_,fro,44,VERcjg,indpst6,aller,DMF,aller,"Alexis, l. 44",,
332,44,4,li,li,Li,l.i,L/i\,_,fro,44,DETdef,pmn,le,DMF,le,"Alexis, l. 44",,
333,44,5,dui,dui,dyi,d.u.i,d/y\i,_,fro,44,ADJcar,pmn,deux,DMF,deux,"Alexis, l. 44",,
334,44,6,pedre,pedre,pæðrə,p.e.d.r.e,'p/æ\.ðr/(ə)\,_,fro,44,NOMcom,pmn,père,DMF,père,"Alexis, l. 44",,
335,44,7,parler,parler,pArLær,p.a.r.l.e.r,p/A\r.'L/æ\r,.,fro,44,VERinf,---,parler,DMF,parler,"Alexis, l. 44",</l>,
336,45,1,lur,lur,Lur,l.u.r,L/u\r,_,fro,45,DETpos,6pmr,leur2,DMF,leur2,"Alexis, l. 45",,<l n=&quot;45&quot;>
337,45,2,dous,dous,douS,d.o.u.s,d/o\uS,_,fro,45,ADJcar,pmr,deux,DMF,deux,"Alexis, l. 45",,
338,45,3,amfanz,amfanz,ÆNfANTS,a.m.f.a.n.z.,/Æ\N.'f/A\NTS,|,fro,45,NOMcom,pmr,enfant,DMF,enfant,"Alexis, l. 45",,
339,45,4,uolent,volent,voLəNT,v.o.l.e.n.t,'v/o\.L/ə\NT,_,fro,45,VERcjg,indpst6,vouloir,DMF,vouloir,"Alexis, l. 45",,<lb/>
340,45,5,faire,faire,fAirə,f.a.i.r.e,'f/A\i.r/(ə)\,_,fro,45,VERinf,---,faire,DMF,faire,"Alexis, l. 45",,
341,45,6,asembler,asembler,AsÆNbLær,a.s.e.m.b.l.e.r,/A\.s/Æ\N.'bL/æ\r,.,fro,45,VERinf,---,assembler,DMF,assembler,"Alexis, l. 45",</l></lg>,
342,46,1,D_oment[=D_onnent],donnent,dOnəNT,d.o.nn.e.n.t,'d/O\.n/ə\NT,_,fro,46,VERcjg,indpst6,donner,DMF,donner,"Alexis, l. 46",,<lg n=&quot;10&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;46&quot;>
343,46,2,lur,lur,Lur,l.u.r,L/u\r,_,fro,46,PRCper,6pmi,leur,DMF,leur,"Alexis, l. 46",,
344,46,3,terme,terme,tɛrmə,t.e.r.m.e,'t/ɛ\r.m/(ə)\,_,fro,46,NOMcom,smr,terme,DMF,terme,"Alexis, l. 46",,
345,46,4,de,de,dE,d.e,d/(E)\,_,fro,46,PRE,---,de,DMF,de,"Alexis, l. 46",,
346,46,5,lur,lur,Lur,l.u.r,L/u\r,_,fro,46,DETpos,6smr,leur2,DMF,leur2,"Alexis, l. 46",,
347,46,6,adaise|ment,adaisement,AðAizEmENT,a.d.a.i.s.e.m.e.n.t,/A\.ð/A\i.z/E\.'m/E\NT,.,fro,46,NOMcom,smr,aaisement,DMF,aaisement,"Alexis, l. 46",</l>,
348,47,1,quant,quant,kANT,qu.a.n.t,k/A\NT,_,fro,47,CONsub,---,quand,DMF,quand,"Alexis, l. 47",,<lb/><l n=&quot;47&quot;>
349,47,2,uint,vint,viNT,v.i.n.t,v/i\NT,_,fro,47,VERcjg,indpsp3,venir,DMF,venir,"Alexis, l. 47",,
350,47,3,a,a,a,a,/a\,_,fro,47,PRE,---,à,DMF,à,"Alexis, l. 47",,
351,47,4,l,l,L,l,/\L,_,fro,47,DETdef,smr,le,DMF,le,"Alexis, l. 47",,
352,47,5,fare,fare,farə,f.a.r.e,'f/a\.r/(ə)\,.,fro,47,NOMcom,smr,faire,DMF,faire,"Alexis, l. 47",,
353,47,6,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,fro,47,ADVgen,---,donc,DMF,donc,"Alexis, l. 47",,
354,47,7,le,le,LE,l.e,L/(E)\,_,fro,47,PRCper,3sna,le,DMF,le,"Alexis, l. 47",,
355,47,8,funt,funt,fONT,f.u.n.t,f/O\NT,_,fro,47,VERcjg,indpst6,faire,DMF,faire,"Alexis, l. 47",,
