wd_id,line_id,linewd,word,dipl,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,ref,tei_right,tei_left
2014,322,4,lui,lui,|,Lyi,l.u.i,L/y\i,pro,PRNper,3smr,lui,DOM,lui,,"SFoi, l. 322",,
2015,322,5,ben,ben,_,bEn,b.e.n,b/E\n,pro,ADVgen,---,béN,DOM,bien,,"SFoi, l. 322",,<lb/>
2016,322,6,se,se,+,Se,s.e,S/e\,pro,PRCper,3smr,sé,DOM,se,,"SFoi, l. 322",,
2017,322,7,causi,causi,.,kAuzi,c.a.u.s.i,k/A\u.'z/i\,pro,VERcjg,indpsp3,cauzir,DOM,choisir,,"SFoi, l. 322",</q></l>,
2018,323,1,sa,sa,+,SA,s.a,S/A\,pro,DETpos,3sfr,sa,DOM,son4,,"SFoi, l. 323",,<l n=&quot;323&quot;><q>
2019,323,2,part,part,_,pArt,p.a.r.t,p/A\rt,pro,NOMcom,sfr,part3,DOM,part,,"SFoi, l. 323",,
2020,323,3,e,e,+,E,e,/E\,pro,PRE,---,én,DOM,en,,"SFoi, l. 323",,
2021,323,4,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 323",,
2022,323,5,cel,cel,_,Çɛl,c.e.l,Ç/ɛ\l,pro,NOMcom,smr,cèl,DOM,ciel,,"SFoi, l. 323",,
2023,323,6,li,li,+,Li,l.i,L/i\,pro,PRCper,3smi,li3,DOM,li,,"SFoi, l. 323",,
2024,323,7,divedi,diuedi,.,diveði,d.i.v.e.d.i,d/i\.v/e\.'ð/i\,pro,VERcjg,indpsp3,devezir,DOM,deviser,,"SFoi, l. 323",</q></l>,
2025,324,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 324",,<l n=&quot;324&quot;><q>
2026,324,2,quan,quan,_,kuAn,q.u.a.n,ku/A\n,pro,PRNrel,---,can,DOM,quant,,"SFoi, l. 324",,
2027,324,3,mor,mor,_,mɔr,m.o.r,m/ɔ\r,pro,VERcjg,indpst3,morir,DOM,mourir,,"SFoi, l. 324",,
2028,324,4,l,l,+,L,l,L/\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 324",,
2029,324,5,anma,anma,+,AnmA,a.n.m.a,'/A\n.m/(A)\,pro,NOMcom,sfr,arma,DOM,âme,,"SFoi, l. 324",,
2030,324,6,l,l,_,L,l,/\L,pro,PRCper,3smi,li3,DOM,li,,"SFoi, l. 324",,
2031,324,7,paus,paus,+,pAuS,p.a.u.s,p/A\uS,pro,VERcjg,indpst3,pauzar,DOM,poser,,"SFoi, l. 324",,
2032,324,8,achi,achi,.|,Aki,a.ch.i,/A\.'k/i\,pro,ADVgen,---,aqui,DOM,---,,"SFoi, l. 324",</q></l>,
2033,325,1,aisi,aisi,+,Aisi,a.i.s.i,/A\i.'s/i\,pro,ADVgen,---,aissi,DOM,ainsi,,"SFoi, l. 325",,<lb/><l n=&quot;325&quot;><q>
2034,325,2,m,m,_,m,m,/\m,pro,PRCper,1sfr,me,DOM,me,,"SFoi, l. 325",,
2035,325,3,considr,co[n]sidr,+,kONSiðr0,c.o.n.s.i.d.r.,k/O\N.'S/i\.ðr/[0]\,pro,VERcjg,indpst1,consirar,DOM,consirer,,"SFoi, l. 325",,
2036,325,4,o,o,_,o,o,/o\,pro,PRCdem,snr,ó2,DOM,---,,"SFoi, l. 325",,
2037,325,5,facz,fac_z,+,fAʦ0,f.a.cz.,'f/A\.ʦ/[0]\,pro,VERcjg,subpst3,faire,DOM,faire,,"SFoi, l. 325",,
2038,325,6,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 325",,
2039,325,7,mi,mi,.,mi,m.i,m/i\,pro,PRNper,1sfr,mi,DOM,moi,,"SFoi, l. 325",</q></l>,
2040,326,1,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 326",,<l n=&quot;326&quot;><q>
2041,326,2,ancsen,anc_sen,_,ANkSEn,a.n.c.s.e.n,/A\Nk.'S/E\n,pro,ADVgen,---,ancsé,DOM,---,,"SFoi, l. 326",,
2042,326,3,l,l,+,L,l,L/\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 326",,
2043,326,4,amei,amei,_,Amɛi,a.m.e.i,/A\.'m/ɛ\i,pro,VERcjg,indpsp1,amar,DOM,aimer,,"SFoi, l. 326",,
2044,326,5,pos,pos,_,pɔS,p.o.s,p/ɔ\S,pro,ADVgen,---,pòis,DOM,puis,,"SFoi, l. 326",,
2045,326,6,mot,mot,_,mOt,m.o.t,m/O\t,pro,NOMcom,smr,mot,DOM,mot,,"SFoi, l. 326",,
2046,326,7,n,n,+,n,n,n/\,pro,PRCadv,---,én3,DOM,en2,,"SFoi, l. 326",,
2047,326,8,audi,audi,.-|,Auði,a.u.d.i,/A\u.'ð/i\,pro,VERcjg,indpsp1,auzir,DOM,ouïr,,"SFoi, l. 326",</q></l></lg>,
2048,327,1,audir,Audir,_,Auðir,a.u.d.i.r,/A\u.'ð/i\r,pro,VERinf,---,auzir,DOM,ouïr,,"SFoi, l. 327",,<lg n=&quot;33&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><lb/><l n=&quot;327&quot;>
2049,327,2,podez,podez,_,pOdɛdS,p.o.d.e.z.,p/O\.'d/ɛ\dS,pro,VERcjg,indpst5,podér,DOM,pouvoir2,,"SFoi, l. 327",,
2050,327,3,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 327",,
2051,327,4,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 327",,
2052,327,5,averser,auer_ser,.,AvErSɛr,a.v.e.r.s.e.r,/A\.v/E\r.'S/ɛ\r,pro,NOMcom,smr,aversier,DOM,adversier,,"SFoi, l. 327",</l>,
2053,328,1,consi,co[n]si,+,kONSi,c.o.n.s.i,k/O\N.'S/i\,pro,CONsub,---,consi,DOM,---,,"SFoi, l. 328",,<l n=&quot;328&quot;>
2054,328,2,ll,ll,_,LL,l.l,/\LL,pro,PRCper,3sfi,li4,DOM,li,,"SFoi, l. 328",,
2055,328,3,respon,respon,_,rESpOn,r.e.s.p.o.n,r/E\S.'p/O\n,pro,VERcjg,indpst3,respóndre,DOM,répondre,,"SFoi, l. 328",,
2056,328,4,e,e,+,E,e,/E\,pro,PRE,---,én,DOM,en,,"SFoi, l. 328",,
2057,328,5,l,l,+,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 328",,
2058,328,6,cab,cab,_,kAb,c.a.b,k/A\b,pro,NOMcom,smr,cap,DOM,chef,,"SFoi, l. 328",,
2059,328,7,primer,primer,.,primɛr,p.r.i.m.e.r,pr/i\.'m/ɛ\r,pro,ADJord,smr,primier,DOM,premier,,"SFoi, l. 328",</l>,
2060,329,1,jur,iur,_,ʤyr,j.u.r,ʤ/y\r,pro,VERcjg,indpst1,jurar,DOM,jurer,,"SFoi, l. 329",,<l n=&quot;329&quot;><q>
2061,329,2,vos,uos,|,voz,v.o.s,v/o\z,pro,PRCper,5sfr,vos,DOM,vous,,"SFoi, l. 329",,
2062,329,3,per,p[er],+,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 329",,<lb/>
2063,329,4,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 329",,
2064,329,5,deus,deus,_,dɛuS,d.e.u.s,d/ɛ\uS,pro,NOMcom,pmr,dèu,DOM,dieu,,"SFoi, l. 329",,
2065,329,6,d,d,+,d,d,d/\,pro,PRE,---,de,DOM,de,,"SFoi, l. 329",,
2066,329,7,aqest,aqest,_,AkeSt,a.q.e.s.t,/A\.'k/e\St,pro,DETdem,smr,aquést,DOM,---,,"SFoi, l. 329",,
2067,329,8,clocher,clocher,.,kLOkɛr,c.l.o.ch.e.r,kL/O\.'k/ɛ\r,pro,NOMcom,smr,cloquier,DOM,clocher,,"SFoi, l. 329",</q></l>,
2068,330,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 330",,<l n=&quot;330&quot;><q>
2069,330,2,per,p[er],_,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 330",,
2070,330,3,aquelz,aquelz,_,AkeLÇ,a.qu.e.l.z,/A\.'k/e\LÇ,pro,PRNdem,pmr,aquél,DOM,---,,"SFoi, l. 330",,
2071,330,4,cui,cui,_,kyi,c.u.i,k/y\i,pro,PRNrel,pmi,qui,DOM,qui,,"SFoi, l. 330",,
2072,330,5,eu,eu,_,ɛu,e.u,/ɛ\u,pro,PRNper,1smn,eu,DOM,je,,"SFoi, l. 330",,
2073,330,6,profer,p[ro]fer,-,prOfɛr,p.r.o.f.e.r,pr/O\.'f/ɛ\r,pro,VERcjg,indpst1,profèrre,DOM,---,,"SFoi, l. 330",</q></l>,
2074,331,1,car,car,_,kAr,c.a.r,k/A\r,pro,ADJqua,smr,car2,DOM,cher,,"SFoi, l. 331",,<l n=&quot;331&quot;><q>
2075,331,2,comprarez,com|prarez,_,kONprAredS,c.o.m.p.r.a.r.e.z.,k/O\N.pr/A\.'r/e\dS,pro,VERcjg,indfut5,comprar,DOM,comprer,,"SFoi, l. 331",,
2076,331,3,est,est,_,eSt,e.s.t,/e\St,pro,DETdem,smr,ést,DOM,---,,"SFoi, l. 331",,<lb/>
2077,331,4,reprober,rep[ro]ber,.,rEprObɛr,r.e.p.r.o.b.e.r,r/E\.pr/O\.'b/ɛ\r,pro,NOMcom,smr,repropchier,DOM,---,,"SFoi, l. 331",</q></l>,
2078,332,1,d,d,+,d,d,d/\,pro,PRE,---,de,DOM,de,,"SFoi, l. 332",,<l n=&quot;332&quot;><q>
2079,332,2,etz,etz,_,EtS,e.t.z,/E\tS,pro,DETdef,smr,et,---,---,,"SFoi, l. 332",,
2080,332,3,cab,cab,_,kAb,c.a.b,k/A\b,pro,NOMcom,smr,cap,DOM,chef,,"SFoi, l. 332",,
2081,332,4,ne,ne,_,nE,n.e,n/E\,pro,PRCadv,---,én3,DOM,en2,,"SFoi, l. 332",,
2082,332,5,perdrez,p[er]drez,_,pErdredS,p.e.r.d.r.e.z.,p/E\r.'dr/e\dS,pro,VERcjg,indfut5,pèrdre,DOM,perdre,,"SFoi, l. 332",,
2083,332,6,un,un,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 332",,
2084,332,7,quarter,quarter,.,kuArtɛr,q.u.a.r.t.e.r,ku/A\r.'t/ɛ\r,pro,NOMcom,smr,cartier,DOM,quartier,,"SFoi, l. 332",</q></l>,
2085,333,1,dunc,dunc,|,dONk,d.u.n.c,d/O\Nk,pro,ADVgen,---,dónc,DOM,donc,,"SFoi, l. 333",,<l n=&quot;333&quot;>
2086,333,2,fez,fez,_,feʣ,f.e.z,f/e\ʣ,pro,VERcjg,indpsp3,faire,DOM,faire,,"SFoi, l. 333",,<lb/>
2087,333,3,venir,uenir,_,vEnir,v.e.n.i.r,v/E\.'n/i\r,pro,VERinf,---,venir,DOM,venir,,"SFoi, l. 333",,
2088,333,4,un,un,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 333",,
2089,333,5,seun,seun,_,Sɛun,s.e.u.n,S/ɛ\un,pro,ADJpos,3smr,sèu,DOM,sien,,"SFoi, l. 333",,
2090,333,6,obreir,obreir,.,Obrɛir,o.b.r.e.i.r,/O\.'br/ɛ\ir,pro,NOMcom,smr,obrier,DOM,ouvrier,,"SFoi, l. 333",</l>,
2091,334,1,q,q,+,k,q,k/\,pro,PRNrel,smn,que,DOM,que,,"SFoi, l. 334",,<l n=&quot;334&quot;>
2092,334,2,una,una,_,ynA,u.n.a,'/y\.n/(A)\,pro,DETndf,sfr,uN,DOM,un,,"SFoi, l. 334",,
2093,334,3,gratigla,gratigla,+,grAtigLA,g.r.a.t.i.g.l.a,gr/A\.'t/i\.gL/(A)\,pro,NOMcom,sfr,grazilha,DOM,graille,,"SFoi, l. 334",,
2094,334,4,ll,ll,_,LL,l.l,/\LL,pro,PRCper,3smi,li3,DOM,li,,"SFoi, l. 334",,
2095,334,5,fez,fez,_,feʣ,f.e.z,f/e\ʣ,pro,VERcjg,indpsp3,faire,DOM,faire,,"SFoi, l. 334",,
2096,334,6,d,d,+,d,d,d/\,pro,PRE,---,de,DOM,de,,"SFoi, l. 334",,
2097,334,7,acer,a_cer,.|,Aʦɛr,a.c.e.r,/A\.'ʦ/ɛ\r,pro,NOMcom,smr,acier,DOM,acier,,"SFoi, l. 334",</l>,
2098,335,1,sus,sus,_,Syz,s.u.s,S/y\z,pro,ADVgen,---,sus,DOM,sus,,"SFoi, l. 335",,<lb/><l n=&quot;335&quot;>
2099,335,2,la,la,+,LA,l.a,L/A\,pro,PRCper,3sfa,la2,DOM,le,,"SFoi, l. 335",,
2100,335,3,paused,paused,_,pAuzɛd,p.a.u.s.e.d,p/A\u.'z/ɛ\d,pro,VERcjg,indpsp3,pauzar,DOM,poser,,"SFoi, l. 335",,
2101,335,4,sobre,sobre,+,SobrE,s.o.b.r.e,'S/o\.br/(E)\,pro,PRE,---,sóbre,DOM,sur,,"SFoi, l. 335",,
2102,335,5,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 335",,
2103,335,6,foger,foger,.,fOʤɛr,f.o.g.e.r,f/O\.'ʤ/ɛ\r,pro,NOMcom,smr,foguier,DOM,foyer,,"SFoi, l. 335",</l>,
2104,336,1,lo,lo,_,LO,l.o,L/O\,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 336",,<l n=&quot;336&quot;>
2105,336,2,corps,corps,_,korpS,c.o.r.p.s,k/o\rpS,pro,NOMcom,smr,córs,DOM,corps,,"SFoi, l. 336",,
2106,336,3,tot,tot,_,tot,t.o.t,t/o\t,pro,ADVgen,---,tót,DOM,tout,,"SFoi, l. 336",,
2107,336,4,nud,nud,_,nyd,n.u.d,n/y\d,pro,ADJqua,smr,nut,DOM,nu,,"SFoi, l. 336",,
2108,336,5,cast,cast,_,kASt,c.a.s.t,k/A\St,pro,ADJqua,smr,cast,DOM,chaste,,"SFoi, l. 336",,
2109,336,6,et,[et],_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 336",,
2110,336,7,enter,enter,.|,ENtɛr,e.n.t.e.r,/E\N.'t/ɛ\r,pro,ADJqua,smr,entier,DOM,entier,,"SFoi, l. 336",</l>,
2111,337,1,fa,fa,+,fA,f.a,f/A\,pro,VERcjg,indpst3,faire,DOM,faire,,"SFoi, l. 337",,<lb/><l n=&quot;337&quot;>
2112,337,2,ill,ill,_,ʎ,ill,/\ʎ,pro,PRCper,3sfi,li4,DOM,li,,"SFoi, l. 337",,
2113,337,3,fog,fog,_,fɔg,f.o.g,f/ɔ\g,pro,NOMcom,smr,fòc,DOM,feu,,"SFoi, l. 337",,
2114,337,4,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 337",,
2115,337,5,legna,legna,_,LEɲA,l.e.gn.a,'L/E\.ɲ/(A)\,pro,NOMcom,sfr,lénha,DOM,laigne,,"SFoi, l. 337",,
2116,337,6,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 337",,
2117,337,7,noger,noger,.,nOʤɛr,n.o.g.e.r,n/O\.'ʤ/ɛ\r,pro,NOMcom,smr,noguier,DOM,noyer,,"SFoi, l. 337",</l>,
2118,338,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 338",,<l n=&quot;338&quot;>
2119,338,2,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 338",,
2120,338,3,l,l,_,L,l,L/\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 338",,
2121,338,4,altra,altra,_,ALtrA,a.l.t.r.a,'/A\L.tr/(A)\,pro,PRNind,sfr,autre,DOM,autre,,"SFoi, l. 338",,
2122,338,5,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 338",,
2123,338,6,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 338",,
2124,338,7,verdier,uer_dier,.,vErdiɛr,v.e.r.d.i.e.r,v/E\r.d/i\.'/ɛ\r,pro,NOMcom,smr,verdier,DOM,verger,,"SFoi, l. 338",</l>,
2125,339,1,czo,czo,_,ʦO,cz.o,ʦ/O\,pro,PRNdem,snn,so,DOM,ce,,"SFoi, l. 339",,<l n=&quot;339&quot;>
2126,339,2,lle,lle,_,LLE,l.l.e,LL/E\,pro,PRNper,3sfr,lieis,DOM,li,,"SFoi, l. 339",,
2127,339,3,non,no[n],|,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 339",,
2128,339,4,prezed,prezed,+,prEʣɛd,p.r.e.z.e.d,pr/E\.'ʣ/ɛ\d,pro,VERcjg,indpsp3,prezar,DOM,priser,,"SFoi, l. 339",,<lb/>
2129,339,5,un,un,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 339",,
2130,339,6,diner,diner,.,dinɛr,d.i.n.e.r,d/i\.'n/ɛ\r,pro,NOMcom,smr,denier,DOM,denier,,"SFoi, l. 339",</l>,
2131,340,1,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 340",,<l n=&quot;340&quot;>
2132,340,2,en,en,_,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 340",,
2133,340,3,deu,deu,_,dɛu,d.e.u,d/ɛ\u,pro,NOMcom,smr,dèu,DOM,dieu,,"SFoi, l. 340",,
2134,340,4,a,a,+,A,a,/A\,pro,VERcjg,indpst3,avér,DOM,avoir,,"SFoi, l. 340",,
2135,340,5,tot,tot,_,tot,t.o.t,t/o\t,pro,DETind,smr,tót,DOM,tout,,"SFoi, l. 340",,
2136,340,6,son,son,_,SOn,s.o.n,S/O\n,pro,DETpos,3smr,sóN2,DOM,son4,,"SFoi, l. 340",,
2137,340,7,consider,co[n]sider,.,kONSiðɛr,c.o.n.s.i.d.e.r,k/O\N.S/i\.'ð/ɛ\r,pro,NOMcom,smr,considier,DOM,consirer,,"SFoi, l. 340",</l>,
2138,341,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 341",,<l n=&quot;341&quot;>
2139,341,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 341",,
2140,341,3,filla,filla,_,fiʎA,f.i.ll.a,'f/i\.ʎ/(A)\,pro,NOMcom,sfn,filha,DOM,fille,,"SFoi, l. 341",,
2141,341,4,de,de,_,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 341",,
2142,341,5,cavaller,caualler,.|,kAvALLɛr,c.a.v.a.l.l.e.r,k/A\.v/A\L.'L/ɛ\r,pro,NOMcom,smr,cavalier,DOM,chevalier,,"SFoi, l. 341",</l></lg>,
2143,342,1,plora,Plora,+,pLorA,p.l.o.r.a,'pL/o\.r/(A)\,pro,VERcjg,indpst3,plorar,DOM,pleurer,,"SFoi, l. 342",,<lg n=&quot;34&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><lb/><l n=&quot;342&quot;>
2144,342,2,s,s,_,S,s,/\S,pro,PRCper,3sfr,sé,DOM,se,,"SFoi, l. 342",,
2145,342,3,la,la,+,LA,l.a,L/A\,pro,DETdef,sfn,la,DOM,le,,"SFoi, l. 342",,
2146,342,4,gentz,gentz,_,ʤENtS,g.e.n.t.z,ʤ/E\NtS,pro,NOMcom,sfn,gén,DOM,gent,,"SFoi, l. 342",,
2147,342,5,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 342",,
2148,342,6,son,son,_,SOn,s.o.n,S/O\n,pro,VERcjg,indpsp6,èser,DOM,être,,"SFoi, l. 342",,
2149,342,7,marid,marid,.,mArid,m.a.r.i.d,m/A\.'r/i\d,pro,VERppe,pmn,marrir,DOM,marrir,,"SFoi, l. 342",</l>,
2150,343,1,per,p[er],_,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 343",,<l n=&quot;343&quot;>
2151,343,2,la,la,_,LA,l.a,L/A\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 343",,
2152,343,3,donzella,donzella,_,dONʣɛLLA,d.o.n.z.e.l.l.a,d/O\N.'ʣ/ɛ\L.L/(A)\,pro,NOMcom,sfr,donsèla,DOM,donzelle,,"SFoi, l. 343",,
2153,343,4,fan,fan,_,fAn,f.a.n,f/A\n,pro,VERcjg,indpsp6,faire,DOM,faire,,"SFoi, l. 343",,
2154,343,5,gran,gran,_,grAn,g.r.a.n,gr/A\n,pro,ADJqua,smr,gran,DOM,grand,,"SFoi, l. 343",,
2155,343,6,crid,crid,.|,krid,c.r.i.d,kr/i\d,pro,NOMcom,smr,crit,DOM,cri,,"SFoi, l. 343",</l>,
2156,344,1,e,e,+,E,e,/E\,pro,INJ,---,e3,DOM,hé,,"SFoi, l. 344",,<lb/><l n=&quot;344&quot;><q>
2157,344,2,tal,tal,_,tAl,t.a.l,t/A\l,pro,DETind,smr,tal,DOM,tel,,"SFoi, l. 344",,
2158,344,3,jovent,iouent,_,ʤOvENt,j.o.v.e.n.t,ʤ/O\.'v/E\Nt,pro,NOMcom,smr,jovén,DOM,jouvent,,"SFoi, l. 344",,
2159,344,4,tan,tan,_,tAn,t.a.n,t/A\n,pro,ADVgen,---,tan,DOM,tant,,"SFoi, l. 344",,
2160,344,5,leu,leu,_,Lɛu,l.e.u,L/ɛ\u,pro,ADVgen,---,lèu3,DOM,---,,"SFoi, l. 344",,
2161,344,6,delid,delid,.,dElid,d.e.l.i.d,d/E\.'l/i\d,pro,VERppe,smr,delir,DOM,delir,,"SFoi, l. 344",</q></l>,
2162,345,1,sens,sens,_,SEnS,s.e.n.s,S/E\nS,pro,PRE,---,séns,DOM,sans,,"SFoi, l. 345",,<l n=&quot;345&quot;><q>
2163,345,2,tot,tot,_,tot,t.o.t,t/o\t,pro,DETind,smr,tót,DOM,tout,,"SFoi, l. 345",,
2164,345,3,forsfait,fors_fait,_,fOrSfAit,f.o.r.s.f.a.i.t,f/O\rS.'f/A\it,pro,NOMcom,smr,forfach,DOM,forfait,,"SFoi, l. 345",,
2165,345,4,q,q,+,k,q,k/\,pro,PRNrel,smr,que,DOM,que,,"SFoi, l. 345",,
2166,345,5,aiam,a_iam,_,AiAm,a.i.a.m,'/A\i./A\m,pro,VERcjg,indpst4,avér,DOM,avoir,,"SFoi, l. 345",,
2167,345,6,audid,audid,.|,Auðid,a.u.d.i.d,/A\u.'ð/i\d,pro,VERppe,smr,auzir,DOM,ouïr,,"SFoi, l. 345",</q></l>,
2168,346,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 346",,<pb n=&quot;19v&quot;/><lb/><l n=&quot;346&quot;>
2169,346,2,dunc,dunc,_,dONk,d.u.n.c,d/O\Nk,pro,ADVgen,---,dónc,DOM,donc,,"SFoi, l. 346",,
2170,346,3,se,se,_,Se,s.e,S/e\,pro,PRCper,6pmr,sé,DOM,se,,"SFoi, l. 346",,
2171,346,4,sun,sun,_,SOn,s.u.n,S/O\n,pro,VERcjg,indpst6,èser,DOM,être,,"SFoi, l. 346",,
2172,346,5,molt,molt,_,moLt,m.o.l.t,m/o\Lt,pro,ADVgen,---,mólt,DOM,moult,,"SFoi, l. 346",,
2173,346,6,penedid,penedid,_,pEnEdid,p.e.n.e.d.i.d,p/E\.n/E\.'d/i\d,pro,VERppe,pmr,penedir,DOM,---,,"SFoi, l. 346",</l>,
2174,347,1,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 347",,<l n=&quot;347&quot;>
2175,347,2,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 347",,
2176,347,3,mal,mal,_,mAl,m.a.l,m/A\l,pro,NOMcom,smr,mal,DOM,mal,,"SFoi, l. 347",,
2177,347,4,q,q,+,k,q,k/\,pro,PRNrel,smr,que,DOM,que,,"SFoi, l. 347",,
2178,347,5,aun,aun,_,Aun,a.u.n,/A\un,pro,VERcjg,indpst6,avér,DOM,avoir,,"SFoi, l. 347",,
2179,347,6,fait,fait,_,fAit,f.a.i.t,f/A\it,pro,VERppe,smr,faire,DOM,faire,,"SFoi, l. 347",,
2180,347,7,deu,deu,_,dɛu,d.e.u,d/ɛ\u,pro,NOMcom,smr,dèu,DOM,dieu,,"SFoi, l. 347",,
2181,347,8,per,p[er],_,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 347",,
2182,347,9,oblid,oblid,.|,ObLid,o.b.l.i.d,/O\.'bL/i\d,pro,NOMcom,smr,oblit,DOM,oubli,,"SFoi, l. 347",</l>,
2183,348,1,et,[et],_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 348",,<lb/><l n=&quot;348&quot;>
2184,348,2,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 348",,
2185,348,3,llui,llui,_,LLyi,l.l.u.i,LL/y\i,pro,PRNper,3smr,lui,DOM,lui,,"SFoi, l. 348",,
2186,348,4,se,se,_,Se,s.e,S/e\,pro,PRCper,6pmr,sé,DOM,se,,"SFoi, l. 348",,
2187,348,5,sun,sun,_,SOn,s.u.n,S/O\n,pro,VERcjg,indpst6,èser,DOM,être,,"SFoi, l. 348",,
2188,348,6,convertid,co[n]_uertid,_,kONvErtid,c.o.n.v.e.r.t.i.d,k/O\N.v/E\r.'t/i\d,pro,VERppe,pmn,convertir,DOM,convenir,,"SFoi, l. 348",</l>,
2189,349,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 349",,<l n=&quot;349&quot;>
2190,349,2,per,p[er],_,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 349",,
2191,349,3,martyri,mar_tyri,_,mArtiri,m.a.r.t.y.r.i,m/A\r.'t/i\.r/(i)\,pro,NOMcom,smr,martiri,DOM,martyre,,"SFoi, l. 349",,
2192,349,4,mult,mult,_,moLt,m.u.l.t,m/o\Lt,pro,PRNind,pmn,mólt,DOM,moult,,"SFoi, l. 349",,
2193,349,5,fenid,fenid,.,fEnid,f.e.n.i.d,f/E\.'n/i\d,pro,VERppe,pmn,fenir,DOM,finir,,"SFoi, l. 349",</l>,
2194,350,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 350",,<l n=&quot;350&quot;>
2195,350,2,pregan,pre|gan,_,prɛgAn,p.r.e.g.a.n,'pr/ɛ\.g/A\n,pro,VERcjg,indpst6,pregar,DOM,prier,,"SFoi, l. 350",,
2196,350,3,lo,lo,_,Lo,l.o,L/o\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 350",,<lb/>
2197,350,4,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 350",,
2198,350,5,ell,ell,_,eLL,e.l.l,/e\LL,pro,PRNper,3smn,el2,DOM,il,,"SFoi, l. 350",,
2199,350,6,eiss,eiss,_,eis,e.i.ss,/e\is,pro,ADJind,smn,éis,DOM,---,,"SFoi, l. 350",,
2200,350,7,los,los,_,LoS,l.o.s,L/o\S,pro,PRCper,6pma,los2,DOM,le,,"SFoi, l. 350",,
