wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,syntag,syntag2,lang,lemma,lemma_src,lemma_dmf,pos,morph,ref,tei_right,tei_left,
2362,422,2,l,l,L,l,/\L,_,422,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 422",,,
2363,422,3,munument,munument,mOnymENZ,m.u.n.u.m.e.n.t,m/O\.n/y\.'m/E\NZ,_,422,N,N,fro,monument,DMF,monument,NOMcom,smr,"Passion, l. 422",,,
2364,422,4,cu[m],cum,kOm,c.u.m,k/O\m,_,422,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 422",,,
2365,422,5,se,se,SE,s.e,S/(E)\,_,422,Prn,Prn$$,fro,se,DMF,se,PRCper,6pfr,"Passion, l. 422",,,
2366,422,6,retor_nent,retornent,rEtornəNT,r.e.t.o.r.n.e.n.t,r/E\.'t/o\r.n/ə\NT,|,422,Vfin,Vfin,fro,retourner,DMF,retourner,VERcjg,indpst6,"Passion, l. 422",</l>,,
2367,423,1,p[et]_dces[=petdres],petdres,pEðrəS,p.e.td.r.e.s,'p/E\.ðr/ə\S,_,423,N,N,fro,Pierre,wikipedia.fr,---,NOMpro,smn,"Passion, l. 423",,<lb/><l n=&quot;423&quot;>,
2368,423,2,lo,lo,LO,l.o,L/(O)\,_,423,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 423",,,
2369,423,3,uit,vit,viT,v.i.t,v/i\T,_,423,Vfin,Vfin,fro,voir,DMF,voir,VERcjg,indpsp3,"Passion, l. 423",,,
2370,423,4,en,en,EN,e.n,/E\N,_,423,Pre,Pre,fro,en,DMF,en,PRE,---,"Passion, l. 423",,,
2371,423,5,eps,eps,ePS,e.p.s,/e\PS,_,423,Adj,Adj,fro,es2,TL,---,ADJind,smr,"Passion, l. 423",,,
2372,423,6,cel,cel,Çel,c.e.l,Ç/e\l,_,423,Dem,Dem,fro,celui,DMF,celui,DETdem,smr,"Passion, l. 423",,,
2373,423,7,di,di,di,d.i,d/i\,_,423,N,N,fro,di,DMF,di,NOMcom,smr,"Passion, l. 423",</l>,,
2374,424,1,ab,ab,aP,a.b,/a\P,_,424,Pre,Pre,fro,o,DMF,o,PRE,---,"Passion, l. 424",,<l n=&quot;424&quot;>,
2375,424,2,lui,lui,Lyi,l.u.i,L/y\i,|,424,Prn,Prn,fro,lui,DMF,lui,PRNper,3smr,"Passion, l. 424",,,
2376,424,3,parl[et],parlet,pArLɛD,p.a.r.l.e.t,p/A\r.'L/ɛ\D,_,424,Vfin,Vfin,fro,parler,DMF,parler,VERcjg,indpsp3,"Passion, l. 424",,<lb/>,
2377,424,4,si,si,Si,s.i,S/i\,+,424,Adv,Adv,fro,si4,DMF,si4,ADVgen,---,"Passion, l. 424",,,
2378,424,5,l,l,L,l,/\L,_,424,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 424",,,
2379,424,6,con_iau_dit,conjaudit,kONġAuðiD,c.o.n.j.a.u.d.i.t,k/O\N.ġ/A\u.'ð/i\D,;|,424,Vfin,Vfin,fro,conjouir,DMF,conjouir,VERcjg,indpsp3,"Passion, l. 424",</l></lg>,,
2380,425,1,En_uers,envers,ENvɛrS,e.n.v.e.r.s,/E\N.'v/ɛ\rS,_,425,PrA,PrA,fro,envers,DMF,envers,PRE,---,"Passion, l. 425",,<lb/><lg n=&quot;107&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;425&quot;>,
2381,425,2,lo,lo,LO,l.o,L/(O)\,_,425,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 425",,,
2382,425,3,uespræ,vesprae,vɛSprə,v.e.s.p.r.ae,'v/ɛ\S.pr/(ə)\,_,425,N,N,fro,vêpre,DMF,vêpre,NOMcom,smr,"Passion, l. 425",,,
2383,425,4,enuers,envers,ENvɛrS,e.n.v.e.r.s,/E\N.'v/ɛ\rS,_,425,PrA,PrA,fro,envers,DMF,envers,PRE,---,"Passion, l. 425",,,
2384,425,5,lo,lo,LO,l.o,L/(O)\,_,425,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 425",,,
2385,425,6,ser,ser,Ser,s.e.r,S/e\r,|,425,N,N,fro,soir,DMF,soir,NOMcom,smr,"Passion, l. 425",</l>,,
2386,426,1,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,426,Adv,Adv,fro,donc,DMF,donc,ADVgen,---,"Passion, l. 426",,<lb/><l n=&quot;426&quot;>,
2387,426,2,lo,lo,LO,l.o,L/(O)\,_,426,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 426",,,
2388,426,3,re_uidren,revidren,rEviðrən,r.e.v.i.d.r.e.n,r/E\.'v/i\.ðr/ə\n,_,426,Vfin,Vfin,fro,revoir,DMF,revoir,VERcjg,indpsp6,"Passion, l. 426",,,
2389,426,4,soi,soi,Soi,s.o.i,S/o\i,_,426,Det,Det,fro,son4,DMF,son4,DETpos,3pmn,"Passion, l. 426",,,
2390,426,5,fidel,fidel,fidEl,f.i.d.e.l,f/i\.'d/E\l,_,426,Adj,Adj,fro,fidèle,DMF,fidèle,NOMcom,pmn,"Passion, l. 426",</l>,,
2391,427,1,castel,castel,ċAStɛl,c.a.s.t.e.l,ċ/A\S.'t/ɛ\l,|,427,N,N,fro,château,DMF,château,NOMcom,smr,"Passion, l. 427",,<l n=&quot;427&quot;>,
2392,427,2,emaus,emaus,EmAuS,e.m.a.u.s,/E\.'m/A\uS,_,427,N,N,fro,Emmaüs,wikipedia.fr,---,NOMpro,smr,"Passion, l. 427",,<lb/>,
2393,427,3,ab,ab,aP,a.b,/a\P,+,427,Pre,Pre,fro,o,DMF,o,PRE,---,"Passion, l. 427",,,
2394,427,4,elz,elz,eLS,e.l.z,/e\LS,+,427,Prn,Prn,fro,eux,DMF,eux,PRNper,6pmr,"Passion, l. 427",,,
2395,427,5,entr[et],entret,ENtrɛD,e.n.t.r.e.t,/E\N.'tr/ɛ\D,_,427,Vfin,Vfin,fro,entrer,DMF,entrer,VERcjg,indpsp3,"Passion, l. 427",</l>,,
2396,428,1,ab,ab,aP,a.b,/a\P,+,428,Pre,Pre,fro,o,DMF,o,PRE,---,"Passion, l. 428",,<l n=&quot;428&quot;>,
2397,428,2,el,el,el,e.l,/e\l,_,428,Prn,Prn,fro,eux,DMF,eux,PRNper,6pmr,"Passion, l. 428",,,
2398,428,3,ensem|ble,ensemble,ENSENbLə,e.n.s.e.m.b.l.e,/E\N.'S/E\N.bL/(ə)\,_,428,Adv,Adv,fro,ensemble,DMF,ensemble,ADVgen,---,"Passion, l. 428",,,
2399,428,4,si,si,Si,s.i,S/i\,_,428,Adv,Adv,fro,si4,DMF,si4,ADVgen,---,"Passion, l. 428",,<lb/>,
2400,428,5,sopet,sopet,SOpɛD,s.o.p.e.t,S/O\.'p/ɛ\D,;|,428,Vfin,Vfin,fro,souper2,DMF,souper2,VERcjg,indpsp3,"Passion, l. 428",</l></lg>,,
2401,429,1,Ja,ja,ʤa,j.a,ʤ/a\,+,429,Adv,Adv,fro,jà,DMF,jà,ADVgen,---,"Passion, l. 429",,<lb/><lg n=&quot;108&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;429&quot;>,
2402,429,2,s,s,S,s,S/\,+,429,Prn,Prn$$,fro,se,DMF,se,PRCper,6pmr,"Passion, l. 429",,,
2403,429,3,adunent,adunent,AðynəNT,a.d.u.n.e.n.t,/A\.'ð/y\.n/ə\NT,_,429,Vfin,Vfin,fro,aduner,DMF,aduner,VERcjg,indpst6,"Passion, l. 429",,,
2404,429,4,li,li,Li,l.i,L/i\,_,429,Det,Det,fro,le,DMF,le,DETdef,pmn,"Passion, l. 429",,,
2405,429,5,soi,soi,Soi,s.o.i,S/o\i,_,429,Adj,Adj,fro,son4,DMF,son4,ADJpos,3pmn,"Passion, l. 429",,,
2406,429,6,fidel,fidel,fidEl,f.i.d.e.l,f/i\.'d/E\l,_,429,Adj,Adj,fro,fidèle,DMF,fidèle,NOMcom,pmn,"Passion, l. 429",</l>,,
2407,430,1,ia,ja,ʤa,j.a,ʤ/a\,_,430,Adv,Adv,fro,jà,DMF,jà,ADVgen,---,"Passion, l. 430",,<l n=&quot;430&quot;>,
2408,430,2,dicen,dicen,diÇən,d.i.c.e.n,'d/i\.Ç/ə\n,|,430,Vfin,Vfin,fro,dire,DMF,dire,VERcjg,indpst6,"Passion, l. 430",,,
2409,430,3,tuit,tuit,tyiT,t.u.i.t,t/y\iT,_,430,QIs,QIs,fro,tout,DMF,tout,PRNind,pmn,"Passion, l. 430",,<lb/>,
2410,430,4,que,que,kE,qu.e,k/(E)\,_,430,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 430",,,
2411,430,5,uius,vius,viuS,v.i.u.s,v/i\uS,_,430,Adj,Adj,fro,vif,DMF,vif,ADJqua,smn,"Passion, l. 430",,,
2412,430,6,era,era,ɛrə,e.r.a,'/ɛ\.r/(ə)\,_,430,Vfin,Vfin,fro,être,DMF,être,VERcjg,indipf3,"Passion, l. 430",</l>,,
2413,431,1,cu[m],cum,kOm,c.u.m,k/O\m,_,431,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 431",,<l n=&quot;431&quot;>,
2414,431,2,il,il,il,i.l,/i\l,_,431,Prn,Prn$,fro,il,DMF,il,PRNper,6pmn,"Passion, l. 431",,,
2415,431,3,menauen,menaven,mEnævən,m.e.n.a.v.e.n,m/E\.'n/æ\.v/ə\n,|,431,Vfin,Vfin,fro,mener,DMF,mener,VERcjg,indipf6,"Passion, l. 431",,,
2416,431,4,tal,tal,tæl,t.a.l,t/æ\l,_,431,Adj,Adj,fro,tel,DMF,tel,ADJind,sfr,"Passion, l. 431",,<lb/>,
2417,431,5,raizon,raizon,rAiʣOn,r.a.i.z.o.n,r/A\i.'ʣ/O\n,_,431,N,N,fro,raison,DMF,raison,NOMcom,sfr,"Passion, l. 431",</l>,,
2418,432,1,i[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,432,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 432",,<l n=&quot;432&quot;>,
2419,432,2,est[et],estet,EStɛD,e.s.t.e.t,/E\S.'t/ɛ\D,_,432,Vfin,Vfin,fro,ester,DMF,ester,VERcjg,indpsp3,"Passion, l. 432",,,
2420,432,3,en,en,EN,e.n,/E\N,_,432,Pre,Pre,fro,en,DMF,en,PRE,---,"Passion, l. 432",,,
2421,432,4,m[e],me,me,m.e,m/e\,+,432,N,N,fro,mi,DMF,mi,NOMcom,smr,"Passion, l. 432",,,
2422,432,5,[t]_trestoz,ttrestoz,trEStoZ,tt.r.e.s.t.o.z,tr/E\S.'t/o\Z,;|,432,QIs,QIs,fro,trèstout,DMF,trèstout,PRNind,pmr,"Passion, l. 432",</l></lg>,,
2423,433,1,Pax,pax,QVQ,p.a.x,Q/V\Q,_,433,Etr,Etr,lat,---,---,---,---,---,"Passion, l. 433",,<lb/><lg n=&quot;109&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;433&quot;><q xml:lang=&quot;lat&quot;>,
2424,433,2,uobis,vobis,QVQVQ,v.o.b.i.s,'Q/V\.Q/V\Q,_,433,Etr,Etr,lat,---,---,---,---,---,"Passion, l. 433",,,
2425,433,3,sit,sit,QVQ,s.i.t,Q/V\Q,_,433,Etr,Etr,lat,---,---,---,---,---,"Passion, l. 433",</q>,,
2426,433,4,dis,dis,diS,d.i.s,d/i\S,_,433,Vfin,Vfin,fro,dire,DMF,dire,VERcjg,indpsp3,"Passion, l. 433",,,
2427,433,5,a,a,a,a,/a\,+,433,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 433",,,
2428,433,6,trestoz,trestoz,trEStoZ,t.r.e.s.t.o.z,tr/E\S.'t/o\Z,_,433,QIs,QIs,fro,trèstout,DMF,trèstout,PRNind,pmr,"Passion, l. 433",</l>,,
2429,434,1,eu,eu,ɛu,e.u,/ɛ\u,_,434,Prn,Prn$,fro,je,DMF,je,PRNper,1smn,"Passion, l. 434",,<l n=&quot;434&quot;><q>,
2430,434,2,soi,soi,Soi,s.o.i,S/o\i,|,434,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpst1,"Passion, l. 434",,,
2431,434,3,i[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,434,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 434",,<lb/>,
2432,434,4,qui,qui,ki,qu.i,k/i\,_,434,Qux,Qux,fro,qui,DMF,qui,PRNrel,smn,"Passion, l. 434",,,
2433,434,5,passus,passus,QVQQVQ,p.a.s.s.u.s,'Q/V\Q.Q/V\Q,_,434,Vpp,Vpp,lat,patior,wiktionary,pâtir,VERppe,smn,"Passion, l. 434",,,
2434,434,6,soi,soi,Soi,s.o.i,S/o\i,_,434,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpst1,"Passion, l. 434",</q></l>,,
2435,435,1,uedez,vedez,vEðɛZ,v.e.d.e.z,v/E\.'ð/ɛ\Z,_,435,Vfin,Vfin,fro,voir,DMF,voir,VERcjg,imp---5,"Passion, l. 435",,<l n=&quot;435&quot;><q>,
2436,435,2,mas,mas,maS,m.a.s,m/a\S,_,435,Det,Det,fro,mon,DMF,mon,DETpos,1pfr,"Passion, l. 435",,,
2437,435,3,mans,mans,mAnS,m.a.n.s,m/A\nS,.|,435,N,N,fro,main,DMF,main,NOMcom,pfr,"Passion, l. 435",,,
2438,435,4,uedez,vedez,vEðɛZ,v.e.d.e.z,v/E\.'ð/ɛ\Z,_,435,Vfin,Vfin,fro,voir,DMF,voir,VERcjg,imp---5,"Passion, l. 435",,<lb/>,
2439,435,5,mos,mos,moS,m.o.s,m/o\S,_,435,Det,Det,fro,mon,DMF,mon,DETpos,1pmr,"Passion, l. 435",,,
2440,435,6,peds,peds,pEZ,p.e.ds,p/E\Z,_,435,N,N,fro,pied,DMF,pied,NOMcom,pmr,"Passion, l. 435",</q></l>,,
2441,436,1,uedez,vedez,vEðɛZ,v.e.d.e.z,v/E\.'ð/ɛ\Z,_,436,Vfin,Vfin,fro,voir,DMF,voir,VERcjg,imp---5,"Passion, l. 436",,<l n=&quot;436&quot;><q>,
2442,436,2,mo,mo,mo,m.o,m/o\,_,436,Det,Det,fro,mon,DMF,mon,DETpos,1smr,"Passion, l. 436",,,
2443,436,3,laz,laz,LæZ,l.a.z,L/æ\Z,|,436,N,N,fro,lez,DMF,lez,NOMcom,smr,"Passion, l. 436",,,
2444,436,4,qu,qu,k,qu,k/\,+,436,Crd,Crd,fro,que,DMF,que,CONcoo,---,"Passion, l. 436",,<lb/>,
2445,436,5,i,i,i,i,/i\,_,436,Prn,Prn$$,fro,y2,DMF,y2,PRCadv,---,"Passion, l. 436",,,
2446,436,6,fui,fui,fyi,f.u.i,f/y\i,_,436,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpsp1,"Passion, l. 436",,,
2447,436,7,plagas,plagas,plAGES,p.l.a.g.a.s,pl/A\.'G/E\S,;|,436,Vpp,Vpp,fro,player,DMF,player,VERppe,smn,"Passion, l. 436",</q></l></lg>,,
2448,437,1,Fort_ment,fortment,fɔrtmENT,f.o.r.t.m.e.n.t,f/ɔ\rt.'m/E\NT,_,437,Adv,Adv,fro,fortement,DMF,fortement,ADVgen,---,"Passion, l. 437",,<lb/><lg n=&quot;110&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;437&quot;>,
2449,437,2,sun,sun,SOn,s.u.n,S/O\n,_,437,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpst6,"Passion, l. 437",,,
2450,437,3,il,il,il,i.l,/i\l,_,437,Prn,Prn$,fro,il,DMF,il,PRNper,6pmn,"Passion, l. 437",,,
2451,437,4,espauent[et],espaventet,ESpAvENtæZ,e.s.p.a.v.e.n.t.e.t,/E\S.p/A\.v/E\N.'t/æ\Z,_,437,Vpp,Vpp,fro,épouvanter,DMF,épouvanter,VERppe,pmn,"Passion, l. 437",</l>,,
2452,438,1,il,il,il,i.l,/i\l,+,438,Prn,Prn$,fro,il,DMF,il,PRNper,6pmn,"Passion, l. 438",,<l n=&quot;438&quot;>,
2453,438,2,li,li,Li,l.i,L/i\,|,438,Prn,Prn$$,fro,le,DMF,le,PRCper,3smi,"Passion, l. 438",,,
2454,438,3,non,non,nON,n.o.n,n/O\N,_,438,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 438",,<lb/>,
2455,438,4,credent,credent,kreðəNT,c.r.e.d.e.n.t,'kr/e\.ð/ə\NT,_,438,Vfin,Vfin,fro,croire,DMF,croire,VERcjg,indpst6,"Passion, l. 438",,,
2456,438,5,que,que,kE,qu.e,k/(E)\,_,438,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 438",,,
2457,438,6,aia,aia,Aiə,a.i.a,'/A\i./(ə)\,_,438,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,subpst3,"Passion, l. 438",,,
2458,438,7,carn,carn,ċarn,c.a.r.n,ċ/a\rn,_,438,N,N,fro,chair,DMF,chair,NOMcom,sfr,"Passion, l. 438",</l>,,
2459,439,1,zo,zo,Çɔ,z.o,Ç/ɔ\,_,439,Prn,Prn,fro,ce,DMF,ce,PRNdem,snr,"Passion, l. 439",,<l n=&quot;439&quot;>,
2460,439,2,pen|sent,pensent,pENSəNT,p.e.n.s.e.n.t,'p/E\N.S/ə\NT,_,439,Vfin,Vfin,fro,penser,DMF,penser,VERcjg,indpst6,"Passion, l. 439",,,
2461,439,3,il,il,il,i.l,/i\l,_,439,Prn,Prn%,fro,il,DMF,il,PRNper,3smn,"Passion, l. 439",,<lb/>,
2462,439,4,q[ue],que,kE,qu.e,k/(E)\,_,439,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 439",,,
2463,439,5,ent[er],enter,ENtər,e.n.t.e.r,'/E\N.t/ə\r,_,439,PrA,PrA,fro,entre,DMF,entre,PRE,---,"Passion, l. 439",,,
2464,439,6,el,el,el,e.l,/e\l,_,439,Prn,Prn,fro,eux,DMF,eux,PRNper,6pmr,"Passion, l. 439",</l>,,
2465,440,1,le,le,LE,l.e,L/(E)\,_,440,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 440",,<l n=&quot;440&quot;>,
2466,440,2,sp[iritu]s,spiritus,QQVRVQVQ,s.p.i.r.i.t.u.s,QQ/V\.R/V\.'Q/V\Q,_,440,N,N,lat,esprit,DMF,esprit,NOMcom,smn,"Passion, l. 440",,,
2467,440,3,aparegues,aparegues,ApArEgeS,a.p.a.r.e.gu.e.s,/A\.p/A\.r/E\.'g/e\S,;|,440,Vfin,Vfin,fro,apparaître,DMF,apparaître,VERcjg,subipf3,"Passion, l. 440",</l></lg>,,
2468,441,1,Mel,mel,mEl,m.e.l,m/E\l,_,441,N,N,fro,miel,DMF,miel,NOMcom,smr,"Passion, l. 441",,<lb/><lg n=&quot;111&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;441&quot;>,
2469,441,2,e,e,e,e,/e\,+,441,Crd,Crd,fro,et,DMF,et,CONcoo,---,"Passion, l. 441",,,
2470,441,3,peisons,peisons,pEisONS,p.e.i.s.o.n.s,p/E\i.'s/O\NS,_,441,N,N,fro,poisson,DMF,poisson,NOMcom,pmr,"Passion, l. 441",,,
2471,441,4,equi,equi,Eki,e.qu.i,/E\.'k/i\,_,441,Adv,Adv,fro,iqui,DMF,iqui,ADVgen,---,"Passion, l. 441",,,
2472,441,5,mang[et],manget,maNʤɛD,m.a.n.g.e.t,m/a\N.'ʤ/ɛ\D,_,441,Vfin,Vfin,fro,manger,DMF,manger,VERcjg,indpsp3,"Passion, l. 441",</l>,,
2473,442,1,en,en,EN,e.n,/E\N,_,442,Pre,Pre,fro,en,DMF,en,PRE,---,"Passion, l. 442",,<l n=&quot;442&quot;>,
2474,442,2,ueri|tad,veritad,vEritæZ,v.e.r.i.t.a.d,v/E\.r/i\.'t/æ\Z,_,442,N,N,fro,vérité,DMF,vérité,NOMcom,sfr,"Passion, l. 442",,,
2475,442,3,los,los,LOS,l.o.s,L/O\S,_,442,Prn,Prn$$,fro,le,DMF,le,PRCper,6pma,"Passion, l. 442",,<lb/>,
2476,442,4,confirm[et],confirmet,kONfirmɛD,c.o.n.f.i.r.m.e.t,k/O\N.f/i\r.'m/ɛ\D,_,442,Vfin,Vfin,fro,confirmer,DMF,confirmer,VERcjg,indpsp3,"Passion, l. 442",</l>,,
2477,443,1,sa,sa,Sa,s.a,S/(a)\,_,443,Det,Det,fro,son4,DMF,son4,DETpos,3sfn,"Passion, l. 443",,<l n=&quot;443&quot;>,
2478,443,2,passions,passions,pAsiONS,p.a.ss.i.o.n.s,p/A\.s/i\.'/O\NS,|,443,N,N,fro,passion,DMF,passion,NOMcom,sfn,"Passion, l. 443",,,
2479,443,3,peisons,peisons,pEisONS,p.e.i.s.o.n.s,p/E\i.'s/O\NS,_,443,N,N,fro,poisson,DMF,poisson,NOMcom,pmr,"Passion, l. 443",,<lb/>,
2480,443,4,tostaz,tostaz,tOStæZ,t.o.s.t.a.z,t/O\S.'t/æ\Z,_,443,Vpp,Vpp,fro,toster,DMF,toster,VERppe,pmr,"Passion, l. 443",</l>,,
2481,444,1,lo,lo,LO,l.o,L/(O)\,_,444,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 444",,<l n=&quot;444&quot;>,
2482,444,2,mels,mels,mELS,m.e.l.s,m/E\LS,_,444,N,N,fro,miel,DMF,miel,NOMcom,smn,"Passion, l. 444",,,
2483,444,3,signa,signa,Siɲə,s.i.gn.a,'S/i\.ɲ/(ə)\,_,444,Vfin,Vfin,fro,signer,DMF,signer,VERcjg,indpst3,"Passion, l. 444",,,
2484,444,4,deitat,deitat,dEitæZ,d.e.i.t.a.t,d/E\i.'t/æ\Z,;|,444,N,N,fro,déité,DMF,déité,NOMcom,sfr,"Passion, l. 444",</l></lg>,,
2485,445,1,Alques,alques,aLkəS,a.l.qu.e.s,'/a\L.k/ə\S,_,445,Adv,Adv,fro,auques,DMF,auques,ADVgen,---,"Passion, l. 445",,<lb/><lg n=&quot;112&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;445&quot;>,
2486,445,2,uos,vos,voS,v.o.s,v/o\S,_,445,Prn,Prn$$,fro,vous,DMF,vous,PRCper,5pmr,"Passion, l. 445",,,
2487,445,3,ai,ai,Ai,a.i,/A\i,_,445,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,indpst1,"Passion, l. 445",,,
2488,445,4,deit,deit,diZ,d.ei.t,d/i\Z,_,445,Vpp,Vpp,fro,dire,DMF,dire,VERppe,snr,"Passion, l. 445",,,
2489,445,5,de,de,dE,d.e,d/(E)\,+,445,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 445",,,
2490,445,6,raizon,raizon,rAiʣOn,r.a.i.z.o.n,r/A\i.'ʣ/O\n,_,445,N,N,fro,raison,DMF,raison,NOMcom,sfr,"Passion, l. 445",</l>,,
2491,446,1,que,que,kE,qu.e,k/(E)\,|,446,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 446",,<l n=&quot;446&quot;>,
2492,446,2,i[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,446,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 446",,<lb/>,
2493,446,3,fez,fez,feZ,f.e.z,f/e\Z,_,446,Vfin,Vfin,fro,faire,DMF,faire,VERcjg,indpsp3,"Passion, l. 446",,,
2494,446,4,p[os],pos,pOS,p.o.s,p/O\S,_,446,PrA,PrA,fro,post,TL,---,ADVgen,---,"Passion, l. 446",,,
2495,446,5,passion,passion,pAsiOn,p.a.ss.i.u.n,p/A\.s/i\.'/O\n,_,446,N,N,fro,passion,DMF,passion,NOMcom,sfr,"Passion, l. 446",</l>,,
2496,447,1,tot,tot,toZ,t.o.t,t/o\Z,_,447,QIs,QIs,fro,tout,DMF,tout,PRNind,snr,"Passion, l. 447",,<l n=&quot;447&quot;>,
2497,447,2,no,no,nO,n.o,n/O\,+,447,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 447",,,
2498,447,3,l,l,L,l,/\L,_,447,Prn,Prn$$,fro,le,DMF,le,PRCper,3sna,"Passion, l. 447",,,
2499,447,4,uos,vos,voS,v.o.s,v/o\S,_,447,Prn,Prn$$,fro,vous,DMF,vous,PRCper,5pmr,"Passion, l. 447",,,
2500,447,5,posc,posc,pɔSK,p.o.s.c,p/ɔ\SK,|,447,Vfin,Vfin,fro,pouvoir2,DMF,pouvoir2,VERcjg,indpst1,"Passion, l. 447",,,
2501,447,6,eu,eu,ɛu,e.u,/ɛ\u,_,447,Prn,Prn%,fro,je,DMF,je,PRNper,1smn,"Passion, l. 447",,<lb/>,
2502,447,7,ben,ben,bEn,b.e.n,b/E\n,_,447,Adv,Adv,fro,bien,DMF,bien,ADVgen,---,"Passion, l. 447",,,
2503,447,8,comptar,comptar,kONPtær,c.o.m.p.t.a.r,k/O\NP.'t/æ\r,;,447,Vinf,Vinf,fro,conter,DMF,conter,VERinf,---,"Passion, l. 447",</l>,,
2504,448,1,no,no,nO,n.o,n/O\,+,448,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 448",,<l n=&quot;448&quot;>,
2505,448,2,l,l,L,l,/\L,_,448,Prn,Prn$$,fro,le,DMF,le,PRCper,3sna,"Passion, l. 448",,,
2506,448,3,pod,pod,pOT,p.o.d,p/O\T,_,448,Vfin,Vfin,fro,pouvoir2,DMF,pouvoir2,VERcjg,indpst3,"Passion, l. 448",,,
2507,448,4,nul,nul,nyl,n.u.l,n/y\l,_,448,QIs,QIs,fro,nul,DMF,nul,DETind,smn,"Passion, l. 448",,,
2508,448,5,om,om,Om,o.m,/O\m,|,448,N,N,fro,homme,DMF,homme,NOMcom,smn,"Passion, l. 448",,,
2509,448,6,de,de,dE,d.e,d/(E)\,_,448,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 448",,<lb/>,
2510,448,7,madre,madre,mæðrə,m.a.d.r.e,'m/æ\.ðr/(ə)\,_,448,N,N,fro,mère,DMF,mère,NOMcom,sfr,"Passion, l. 448",,,
2511,448,8,naz,naz,næZ,n.a.z,n/æ\Z,.|,448,Vpp,Vpp,fro,naître,DMF,naître,VERppe,smn,"Passion, l. 448",</l></lg>,,
2512,449,1,A,a,a,a,/a\,_,449,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 449",,<lb/><lg n=&quot;113&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;449&quot;>,
2513,449,2,sos,sos,SoS,s.o.s,S/o\S,_,449,Det,Det,fro,son4,DMF,son4,DETpos,3pmr,"Passion, l. 449",,,
2514,449,3,fidel,fidel,fidEl,f.i.d.e.l,f/i\.'d/E\l,_,449,N,N,fro,fidèle,DMF,fidèle,NOMcom,pmr,"Passion, l. 449",,,
2515,449,4,quaranta,quaranta,kArANtə,qu.a.r.a.n.t.a,k/A\.'r/A\N.t/(ə)\,_,449,QIs,QIs,fro,quarante,DMF,quarante,DETcar,pmr,"Passion, l. 449",,,
